episode_id,window_id,outcome,side,source_tf,direction,regime_at_event,structure_trend_at_event,consumer,penetration_pips,atr_at_event,penetration_per_atr,age_seconds,age_valid,timestamp
Monthly-Low_2026.05.01__ep1,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,31.4,22.755,0.013799165018677215,3088800.0,True,2026-06-05 18:00:00
Monthly-Low_2026.05.01__ep3,w3,INVALIDATED_NO_BREAK,Monthly-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,131.5,15.89786,0.08271553529846155,4136400.0,True,2026-06-17 21:00:00
Weekly-Low_2026.05.31__ep2,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,54.8,25.555,0.02144394443357464,698400.0,True,2026-06-08 02:00:00
Weekly-Low_2026.05.31__ep14,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,213.8,47.17143,0.045324044660083454,748800.0,True,2026-06-08 16:00:00
Asia-Low_2026.06.08__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,114.8,102.34,0.011217510259917919,0.0,True,2026-06-08 00:00:00
Equal-High_2026.06.08 10:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,58.9,7.27,0.08101788170563962,,False,2026-06-08 10:30:00
Equal-High_2026.06.08 16:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,79.8,7.89857,0.10103094610796638,,False,2026-06-08 17:00:00
Equal-High_2026.06.09 05:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,5.4,7.945,0.006796727501573317,,False,2026-06-09 05:45:00
Equal-High_2026.06.09 06:45__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,28.2,7.95071,0.0354685304834411,,False,2026-06-09 07:00:00
Equal-Low_2026.06.09 07:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,13.2,4.28,0.0308411214953271,,False,2026-06-09 08:00:00
Equal-Low_2026.06.09 08:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,4.1,4.29571,0.009544405930567938,,False,2026-06-09 08:15:00
Equal-High_2026.06.09 08:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,RANGING,DOWN,DETECTOR,31.8,10.24214,0.031048198911555597,,False,2026-06-09 09:00:00
Equal-Low_2026.06.09 10:30__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,55.9,8.21214,0.06806995496910673,,False,2026-06-09 10:45:00
Equal-High_2026.06.09 14:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,DOWN,DETECTOR,9.0,3.47857,0.0258727005637374,,False,2026-06-09 15:00:00
Asia-High_2026.06.10__ep1,w3,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,920.7,101.45143,0.09075278682616894,0.0,True,2026-06-10 00:00:00
Daily-Low_2026.06.09__ep1,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,5.7,23.28214,0.0024482285563096865,93600.0,True,2026-06-10 02:00:00
Asia-Low_2026.06.10__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,21.8,23.57,0.009249045396690709,50400.0,True,2026-06-10 14:00:00
Daily-Low_2026.06.10__ep1,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,4.6,21.11571,0.0021784728053188835,99000.0,True,2026-06-11 03:30:00
Daily-Low_2026.06.10__ep2,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,85.9,33.95143,0.025300848889133684,100800.0,True,2026-06-11 04:00:00
Daily-Low_2026.06.10__ep7,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,3.1,17.93143,0.0017288080203307827,110700.0,True,2026-06-11 06:45:00
Daily-Low_2026.06.10__ep9,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,154.3,52.02071,0.029661263754377824,115200.0,True,2026-06-11 08:00:00
Daily-Low_2026.06.10__ep14,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,159.8,27.23286,0.05867911045699938,147600.0,True,2026-06-11 17:00:00
Equal-High_2026.06.11 11:55__ep1,w3,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,13.9,5.32786,0.02608927411756315,,False,2026-06-11 12:00:00
Daily-High_2026.06.11__ep1,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,104.0,14.41,0.07217210270645386,90900.0,True,2026-06-12 01:15:00
Daily-High_2026.06.11__ep6,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,33.0,11.80643,0.02795087083902585,98100.0,True,2026-06-12 03:15:00
Daily-High_2026.06.11__ep12,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,WEAK_TREND,DOWN,DETECTOR,134.1,14.32286,0.0936265522388685,135000.0,True,2026-06-12 13:30:00
Daily-High_2026.06.11__ep14,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,DOWN,DETECTOR,284.3,59.89214,0.047468666172222264,144000.0,True,2026-06-12 16:00:00
Daily-High_2026.06.11__ep19,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,RANGING,DOWN,DETECTOR,41.3,22.66714,0.018220207754485126,158400.0,True,2026-06-12 20:00:00
Asia-High_2026.06.12__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,26.3,32.96214,0.007978850887715423,7200.0,True,2026-06-12 02:00:00
Asia-Low_2026.06.12__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,1856.4,119.46214,0.15539651307100308,0.0,True,2026-06-12 00:00:00
Equal-Low_2026.06.12 08:10__ep1,w3,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,59.9,4.57857,0.13082687389294037,,False,2026-06-12 08:15:00
Equal-Low_2026.06.12 17:55__ep1,w3,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,11.4,10.54214,0.010813743699097147,,False,2026-06-12 18:00:00
Equal-Low_2026.06.12 23:25__ep1,w3,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,5.7,3.63357,0.01568705157737432,,False,2026-06-12 23:30:00
Asia-Low_2026.06.15__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,482.1,119.72214,0.04026824111229552,0.0,True,2026-06-15 00:00:00
Asia-High_2026.06.15__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,26.2,27.27071,0.00960737729234039,7200.0,True,2026-06-15 02:00:00
Asia-High_2026.06.15__ep2,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,154.5,59.41286,0.026004471085889484,14400.0,True,2026-06-15 04:00:00
Asia-High_2026.06.15__ep3,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,12.0,23.05929,0.005203976358335404,43200.0,True,2026-06-15 12:00:00
Asia-High_2026.06.15__ep4,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,2.1,21.825,0.0009621993127147768,54000.0,True,2026-06-15 15:00:00
Equal-High_2026.06.15 09:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,2.5,7.65214,0.0032670599335610693,,False,2026-06-15 09:15:00
Equal-High_2026.06.15 09:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,39.1,7.57429,0.051622000213881435,,False,2026-06-15 09:30:00
Equal-High_2026.06.15 09:45__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,8.7,7.225,0.012041522491349481,,False,2026-06-15 10:00:00
Equal-Low_2026.06.15 10:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,23.3,4.42929,0.0526043677429114,,False,2026-06-15 11:00:00
Equal-Low_2026.06.15 15:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,13.1,5.87143,0.022311430094542558,,False,2026-06-15 15:30:00
Weekly-High_2026.06.07__ep2,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,81.5,18.12714,0.044960208836032606,752400.0,True,2026-06-15 17:00:00
Weekly-High_2026.06.07__ep4,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,63.3,9.97643,0.06344955059074238,755100.0,True,2026-06-15 17:45:00
Weekly-High_2026.06.07__ep7,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,542.6,123.49143,0.0439382716679206,777600.0,True,2026-06-16 00:00:00
Weekly-High_2026.06.07__ep12,w3,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,39.0,14.37643,0.027127736162593914,936000.0,True,2026-06-17 20:00:00
Weekly-High_2026.06.07__ep15,w3,TRUE_BREAK_OBSERVED,Weekly-High,PERIOD_M30,SELL,WEAK_TREND,DOWN,DETECTOR,707.5,20.65214,0.3425795099200374,941400.0,True,2026-06-17 21:30:00
Equal-Low_2026.06.15 18:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,1.5,6.13,0.0024469820554649264,,False,2026-06-15 18:30:00
Equal-Low_2026.06.15 18:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,37.0,5.46857,0.06765936981697226,,False,2026-06-15 18:45:00
Equal-Low_2026.06.15 19:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,19.8,4.61643,0.042890285350368144,,False,2026-06-15 19:15:00
Equal-High_2026.06.16 10:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,2.8,12.97214,0.0021584719252181984,,False,2026-06-16 11:00:00
Asia-High_2026.06.16__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,14.1,14.07,0.010021321961620469,61200.0,True,2026-06-16 17:00:00
Equal-High_2026.06.16 18:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,1.7,15.49214,0.00109733064637939,,False,2026-06-16 19:00:00
Equal-High_2026.06.16 22:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,RANGING,UP,DETECTOR,14.8,14.65714,0.010097467855256894,,False,2026-06-16 23:00:00
Equal-High_2026.06.17 05:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,RANGING,DOWN,DETECTOR,37.6,14.25571,0.026375396244732813,,False,2026-06-17 06:00:00
Asia-Low_2026.06.17__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,235.5,117.15714,0.02010120766007091,0.0,True,2026-06-17 00:00:00
Daily-Low_2026.06.16__ep1,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,VOLATILE,UP,DETECTOR,175.9,19.83643,0.08867523037159408,164700.0,True,2026-06-17 21:45:00
Asia-Low_2026.06.18__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,UP,DETECTOR,26.1,29.37071,0.008886404176133298,7200.0,True,2026-06-18 02:00:00
Asia-Low_2026.06.18__ep8,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,53.0,13.06857,0.040555317069886,48600.0,True,2026-06-18 13:30:00
Asia-Low_2026.06.18__ep9,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,2.0,11.355,0.0017613386173491853,60300.0,True,2026-06-18 16:45:00
Equal-Low_2026.06.18 04:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,21.8,32.22429,0.0067650831096666515,,False,2026-06-18 04:30:00
Equal-Low_2026.06.18 04:00__ep2,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,9.1,32.71071,0.002781963460897058,,False,2026-06-18 05:00:00
Equal-Low_2026.06.18 05:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,74.8,24.985,0.0299379627776666,,False,2026-06-18 05:30:00
Daily-Low_2026.06.17__ep2,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,4.2,20.97643,0.002002247284213758,158400.0,True,2026-06-18 20:00:00
Daily-Low_2026.06.17__ep5,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,113.3,21.03714,0.05385713076967687,162000.0,True,2026-06-18 21:00:00
Asia-High_2026.06.19__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,1206.3,119.68357,0.10079077687939957,0.0,True,2026-06-19 00:00:00
Equal-Low_2026.06.22 03:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,191.2,9.23429,0.20705435934977134,,False,2026-06-22 03:15:00
Daily-High_2026.06.19__ep4,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,314.6,55.895,0.056284104123803566,288000.0,True,2026-06-22 08:00:00
Daily-High_2026.06.19__ep11,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,198.5,43.51071,0.04562095171510647,316800.0,True,2026-06-22 16:00:00
Asia-Low_2026.06.23__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,513.4,119.65,0.04290848307563727,0.0,True,2026-06-23 00:00:00
Asia-Low_2026.06.23__ep2,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,52.7,12.11429,0.04350234310058617,36900.0,True,2026-06-23 10:15:00
Asia-Low_2026.06.23__ep4,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,7.2,11.33714,0.006350808052118966,44100.0,True,2026-06-23 12:15:00
Asia-Low_2026.06.23__ep6,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,STRONG_TREND,DOWN,DETECTOR,29.2,43.16857,0.006764180513739509,57600.0,True,2026-06-23 16:00:00
Daily-Low_2026.06.22__ep3,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,75.6,17.96357,0.042085175719525685,111600.0,True,2026-06-23 07:00:00
Daily-Low_2026.06.22__ep5,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,11.2,11.23143,0.009972016030015768,148500.0,True,2026-06-23 17:15:00
Daily-Low_2026.06.22__ep7,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,21.1,20.86143,0.010114359370378734,154800.0,True,2026-06-23 19:00:00
Weekly-Low_2026.06.14__ep7,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,56.0,15.18786,0.03687155399114819,829800.0,True,2026-06-23 14:30:00
Weekly-Low_2026.06.14__ep8,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,16.3,20.04786,0.00813054360914332,831600.0,True,2026-06-23 15:00:00
Weekly-Low_2026.06.14__ep12,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,1.5,12.28429,0.0012210717916949208,858600.0,True,2026-06-23 22:30:00
Equal-High_2026.06.23 17:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,6.7,9.06,0.007395143487858719,,False,2026-06-23 17:30:00
Daily-Low_2026.06.23__ep3,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,73.4,11.78286,0.06229387432253291,102600.0,True,2026-06-24 04:30:00
Asia-High_2026.06.24__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,757.5,122.27786,0.06194907238317714,0.0,True,2026-06-24 00:00:00
Equal-High_2026.06.24 19:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,7.9,7.87143,0.010036295819184061,,False,2026-06-24 19:30:00
Equal-High_2026.06.24 19:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,52.4,7.66,0.06840731070496084,,False,2026-06-24 19:45:00
Asia-High_2026.06.25__ep1,w3,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,1128.1,126.88429,0.0889077757380366,0.0,True,2026-06-25 00:00:00
Asia-High_2026.06.25__ep2,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,63.3,22.925,0.027611777535441657,57600.0,True,2026-06-25 16:00:00
Asia-High_2026.06.25__ep6,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,67.0,22.67571,0.029547035131424773,64800.0,True,2026-06-25 18:00:00
Equal-Low_2026.06.25 01:45__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,7.6,9.06214,0.008386540044625222,,False,2026-06-25 02:00:00
Equal-Low_2026.06.25 03:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,8.3,9.4,0.008829787234042553,,False,2026-06-25 03:30:00
Equal-Low_2026.06.25 08:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,26.9,14.20143,0.01894175445712157,,False,2026-06-25 08:15:00
Equal-High_2026.06.25 11:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,74.1,11.99857,0.06175735941866405,,False,2026-06-25 11:30:00
Equal-Low_2026.06.26 01:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,9.1,3.26643,0.027859161224945885,,False,2026-06-26 01:30:00
Equal-High_2026.06.26 01:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,30.1,4.11071,0.07322336044138361,,False,2026-06-26 01:45:00
Asia-High_2026.06.26__ep4,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,57.7,8.86929,0.06505594021618417,36900.0,True,2026-06-26 10:15:00
Asia-High_2026.06.26__ep8,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,22.1,18.42214,0.011996434724738821,43200.0,True,2026-06-26 12:00:00
Asia-Low_2026.06.26__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,604.5,120.54429,0.05014754328056517,0.0,True,2026-06-26 00:00:00
Equal-Low_2026.06.26 08:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,11.9,4.54929,0.026157927940403888,,False,2026-06-26 08:15:00
Daily-High_2026.06.25__ep1,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,39.9,9.09929,0.04384957507673676,143100.0,True,2026-06-26 15:45:00
Equal-Low_2026.06.26 20:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,10.8,3.87071,0.027901857798698436,,False,2026-06-26 20:45:00
Equal-Low_2026.06.29 01:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,UP,DETECTOR,18.7,8.37786,0.022320735844237074,,False,2026-06-29 02:00:00
Asia-High_2026.06.29__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,41.9,19.81214,0.021148649262522877,7200.0,True,2026-06-29 02:00:00
Equal-High_2026.06.29 03:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,73.9,10.7,0.06906542056074767,,False,2026-06-29 03:30:00
Equal-High_2026.06.29 04:00__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,DOWN,DETECTOR,9.5,13.09071,0.007257054812153046,,False,2026-06-29 04:15:00
Equal-High_2026.06.29 05:10__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,57.1,7.38857,0.07728153079689305,,False,2026-06-29 05:15:00
Equal-High_2026.06.29 06:15__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,DOWN,DETECTOR,22.4,12.11071,0.018496025418823503,,False,2026-06-29 06:30:00
Asia-Low_2026.06.29__ep1,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,1018.9,122.56357,0.08313236959399926,0.0,True,2026-06-29 00:00:00
Asia-Low_2026.06.29__ep2,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,82.7,9.82,0.08421588594704685,54900.0,True,2026-06-29 15:15:00
Asia-Low_2026.06.29__ep4,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,42.3,17.57071,0.024074155227648743,57600.0,True,2026-06-29 16:00:00
Equal-Low_2026.06.29 08:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,DOWN,DETECTOR,5.9,6.0,0.009833333333333335,,False,2026-06-29 09:00:00
Equal-High_2026.06.29 10:40__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,22.4,3.92786,0.05702850916275019,,False,2026-06-29 10:45:00
Equal-High_2026.06.29 10:55__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,32.6,3.95929,0.08233799494353786,,False,2026-06-29 11:00:00
Asia-High_2026.06.30__ep1,w3,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_D1,SELL,STRONG_TREND,DOWN,DETECTOR,590.1,119.83214,0.04924388398638296,0.0,True,2026-06-30 00:00:00
Asia-High_2026.06.30__ep2,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,18.5,20.885,0.008858032080440507,39600.0,True,2026-06-30 11:00:00
Asia-High_2026.06.30__ep6,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,21.9,13.28214,0.016488306854166572,52200.0,True,2026-06-30 14:30:00
Asia-High_2026.06.30__ep12,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,79.1,39.88143,0.01983379231888124,72000.0,True,2026-06-30 20:00:00
Weekly-Low_2026.06.21__ep1,w4,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_D1,BUY,STRONG_TREND,DOWN,DETECTOR,482.8,114.74429,0.042076167798850816,864000.0,True,2026-07-01 00:00:00
Weekly-Low_2026.06.21__ep2,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H1,BUY,STRONG_TREND,UP,DETECTOR,101.9,18.54929,0.05493471717785425,795600.0,True,2026-06-30 05:00:00
Weekly-Low_2026.06.21__ep6,w3,INVALIDATED_NO_BREAK,Weekly-Low,PERIOD_H4,BUY,STRONG_TREND,UP,DETECTOR,263.1,37.07357,0.07096699886199254,806400.0,True,2026-06-30 08:00:00
Daily-Low_2026.06.29__ep2,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,296.0,20.82357,0.14214661558993005,122400.0,True,2026-06-30 10:00:00
Daily-Low_2026.06.29__ep3,w3,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,STRONG_TREND,UP,DETECTOR,154.7,39.73143,0.03893642891786175,129600.0,True,2026-06-30 12:00:00
Equal-High_2026.07.01 07:55__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,44.7,3.35643,0.13317721507673333,,False,2026-07-01 08:00:00
