d1_bar_time,c1,c2,range_hi,range_lo,accept_up,accept_dn,raw_dir,cooldown_ok,px200_shift0,ema200_shift1,htf_ok,event
2026.06.10,4259.26,4329.76,4773.33,4311.58,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.11,4071.08,4259.26,4773.33,4268.45,0,1,-1,0,0.00,0.00,1,RAW_ACCEPT_COOLDOWN_BLOCKED
2026.06.12,4210.52,4071.08,4726.79,4236.51,0,1,-1,0,0.00,0.00,1,RAW_ACCEPT_COOLDOWN_BLOCKED
2026.06.15,4218.74,4210.52,4718.61,4067.02,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.16,4308.92,4218.74,4665.11,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.17,4330.97,4308.92,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.18,4257.56,4330.97,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.19,4208.84,4257.56,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.22,4151.32,4208.84,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.23,4191.16,4151.32,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.24,4109.90,4191.16,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.25,3998.99,4109.90,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.26,4026.47,3998.99,4595.04,4023.73,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.29,4088.36,4026.47,4595.04,3959.02,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.06.30,4016.39,4088.36,4595.04,3959.02,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.01,4007.30,4016.39,4545.69,3959.02,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.02,4030.90,4007.30,4541.29,3959.02,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.03,4123.65,4030.90,4515.20,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.06,4174.95,4123.65,4515.20,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.07,4164.88,4174.95,4481.39,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.08,4105.73,4164.88,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.09,4077.27,4105.73,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.10,4123.45,4077.27,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.13,4119.52,4123.45,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.14,4000.79,4119.52,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.15,4052.58,4000.79,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.16,4060.25,4052.58,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.17,3976.24,4060.25,4382.08,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.20,4016.98,3976.24,4329.62,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.21,4007.41,4016.98,4220.95,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.22,4077.56,4007.41,4220.95,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.23,4129.75,4077.56,4202.87,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.24,4049.24,4129.75,4202.87,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.27,4052.37,4049.24,4202.87,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.28,4076.43,4052.37,4202.87,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.29,4028.32,4076.43,4202.87,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.30,4066.07,4028.32,4202.87,3942.15,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.07.31,4103.53,4066.07,4202.87,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.03,4043.35,4103.53,4202.87,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.04,4055.17,4043.35,4202.87,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.05,4077.09,4055.17,4202.87,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.06,4246.61,4077.09,4180.27,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.07,4240.52,4246.61,4165.87,3959.38,1,0,1,1,4240.99,4283.96,0,RAW_ACCEPT_COOLDOWN_PASS_HTF_BLOCKED
2026.08.10,4341.88,4240.52,4267.43,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.11,4390.20,4341.88,4303.88,3959.38,1,0,1,0,0.00,0.00,1,RAW_ACCEPT_COOLDOWN_BLOCKED
2026.08.12,4368.02,4390.20,4371.63,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.13,4408.33,4368.02,4395.05,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
2026.08.14,4350.96,4408.33,4434.95,3959.38,0,0,0,1,0.00,0.00,1,NO_ACCEPTANCE
