episode_id,window_id,true_break_event_id,sweep_event_id,timestamp,direction,side,tb_source_tf,tb_regime_at_event,tb_structure_trend_at_event,tb_atr_at_event,tb_penetration_pips,tb_penetration_per_atr,sweep_penetration_per_atr,sweep_source_tf,sweep_regime_at_event,sweep_structure_trend_at_event,regime_changed_sweep_to_break,direction_trend_aligned_at_break,regime_category_same_sweep_to_break,plus1r_before_minus1r,continuation_1atr_before_failure,retest_outcome,period
w0__BUY__seq1203,w0,3420,3419,2025-12-12 00:00:00,BUY,Asia-Low,PERIOD_D1,STRONG_TREND,UP,58.23143,690.3,0.11854422946508439,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1204,w0,3422,3419,2025-12-12 11:30:00,BUY,Asia-Low,PERIOD_M5,STRONG_TREND,UP,4.00143,489.3,1.222812844408124,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,HOLD,DISCOVERY
w0__BUY__seq1205,w0,3424,3419,2025-12-12 12:00:00,BUY,Asia-Low,PERIOD_H4,WEAK_TREND,UP,27.69929,537.4,0.1940121930923139,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1208,w0,3426,3419,2025-12-12 15:30:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,10.28786,714.9,0.6948967034932435,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1435,w0,3428,3427,2025-12-12 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,58.23143,595.6,0.1022815342161441,0.07314471005343756,PERIOD_M5,STRONG_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1209,w0,3431,3419,2025-12-12 16:00:00,BUY,Asia-Low,PERIOD_H1,STRONG_TREND,UP,12.46214,764.7,0.6136185277969916,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1210,w0,3435,3419,2025-12-12 17:30:00,BUY,Asia-Low,PERIOD_M30,VOLATILE,UP,15.32643,360.6,0.2352798401193233,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,True,True,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1211,w0,3440,3419,2025-12-12 18:00:00,BUY,Asia-Low,PERIOD_H1,STRONG_TREND,UP,17.31643,260.2,0.1502619188828182,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1440,w0,3443,3439,2025-12-12 18:45:00,SELL,Asia-High,PERIOD_M15,WEAK_TREND,UP,18.89,163.3,0.0864478560084701,0.0026153668942406837,PERIOD_M30,VOLATILE,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1213,w0,3452,3419,2025-12-12 20:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,34.25286,298.4,0.08711681301940918,0.11854422946508439,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1217,w0,3462,3457,2025-12-15 02:00:00,BUY,Asia-Low,PERIOD_M5,RANGING,UP,3.67286,379.4,1.0329824714255376,0.06278800114398359,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,PLUS_1R_FIRST,CONTINUATION_FIRST,AMBIGUOUS,DISCOVERY
w0__BUY__seq1218,w0,3466,3457,2025-12-15 02:15:00,BUY,Asia-Low,PERIOD_M5,RANGING,UP,3.79786,396.6,1.0442723007167194,0.06278800114398359,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1219,w0,3469,3457,2025-12-15 03:15:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,UP,5.62429,487.7,0.8671316735090118,0.06278800114398359,PERIOD_D1,STRONG_TREND,DOWN,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1220,w0,3471,3457,2025-12-15 04:00:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,UP,9.03571,580.2,0.6421188816374143,0.06278800114398359,PERIOD_D1,STRONG_TREND,DOWN,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1222,w0,3486,3457,2025-12-15 20:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,33.54286,43.3,0.012908857503504472,0.06278800114398359,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1452,w0,3499,3497,2025-12-16 05:00:00,SELL,Equal-High,PERIOD_H1,RANGING,UP,15.02643,198.9,0.13236676975169753,0.005379438709365065,PERIOD_M5,RANGING,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1245,w0,3525,3523,2025-12-16 14:15:00,BUY,Equal-Low,PERIOD_M15,WEAK_TREND,DOWN,5.19357,113.6,0.21873200900344075,0.03447283339915525,PERIOD_M5,RANGING,DOWN,True,False,False,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1489,w0,3596,3591,2025-12-18 05:15:00,SELL,Asia-High,PERIOD_M5,RANGING,UP,2.76143,64.9,0.23502315829117526,0.043814910577750686,PERIOD_M15,WEAK_TREND,UP,True,False,False,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1490,w0,3621,3615,2025-12-18 16:45:00,SELL,Asia-High,PERIOD_M15,WEAK_TREND,DOWN,8.10071,287.3,0.3546602705194977,0.10851531016868272,PERIOD_M15,STRONG_TREND,DOWN,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,FAIL,DISCOVERY
w0__BUY__seq1285,w0,3630,3593,2025-12-18 18:15:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,UP,12.69714,377.1,0.2969960164257463,0.049783580830307615,PERIOD_D1,STRONG_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,FAIL,DISCOVERY
w0__BUY__seq1286,w0,3632,3593,2025-12-18 18:30:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,UP,11.97429,429.2,0.35843461282464345,0.049783580830307615,PERIOD_D1,STRONG_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1287,w0,3636,3614,2025-12-18 19:00:00,BUY,Asia-Low,PERIOD_H1,WEAK_TREND,UP,13.03571,358.7,0.2751672137536045,0.13333862717461073,PERIOD_H1,WEAK_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,AMBIGUOUS,DISCOVERY
w0__BUY__seq1293,w0,3665,3664,2025-12-19 11:45:00,BUY,Equal-Low,PERIOD_M15,WEAK_TREND,DOWN,4.27071,83.2,0.19481538198566514,0.04530669930552269,PERIOD_M15,WEAK_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,DISCOVERY
w0__BUY__seq1294,w0,3671,3670,2025-12-19 15:30:00,BUY,Equal-Low,PERIOD_M30,RANGING,UP,5.99786,137.4,0.229081705808405,0.07611419471181996,PERIOD_M30,RANGING,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1295,w0,3701,3700,2025-12-22 04:00:00,BUY,Asia-Low,PERIOD_H4,WEAK_TREND,UP,24.97071,703.7,0.2818101687937588,0.04401602328427835,PERIOD_D1,STRONG_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1298,w0,3705,3700,2025-12-22 08:45:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,6.00929,908.3,1.5114930382790646,0.04401602328427835,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1301,w0,3720,3719,2025-12-23 01:15:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,5.23214,998.1,1.907632441027954,0.13974131688090566,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1518,w0,3723,3722,2025-12-23 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,63.39571,449.3,0.0708723035044485,0.01796376786125723,PERIOD_M5,STRONG_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1519,w0,3730,3729,2025-12-23 00:00:00,SELL,Daily-High,PERIOD_D1,STRONG_TREND,UP,63.39571,51.9,0.008186673830137717,0.018703317123791825,PERIOD_H1,STRONG_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1523,w0,3742,3741,2025-12-23 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,63.39571,360.5,0.056865046546524994,0.05000778630005988,PERIOD_M5,STRONG_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1330,w0,3778,3751,2025-12-24 08:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,32.61857,188.7,0.057850482102679554,0.041025808263800714,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1328,w0,3754,3740,2025-12-24 01:45:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,UP,6.41357,473.2,0.7378106109389935,0.05016866046596624,PERIOD_H4,STRONG_TREND,UP,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1530,w0,3760,3758,2025-12-24 05:00:00,SELL,Daily-High,PERIOD_M30,STRONG_TREND,UP,12.91857,222.7,0.17238750109338724,0.10782263636271205,PERIOD_H1,STRONG_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1331,w0,3783,3751,2025-12-24 12:15:00,BUY,Asia-Low,PERIOD_M5,STRONG_TREND,UP,3.98714,211.7,0.5309570268412948,0.041025808263800714,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1332,w0,3790,3751,2025-12-24 13:45:00,BUY,Asia-Low,PERIOD_M5,RANGING,UP,2.92,185.6,0.6356164383561643,0.041025808263800714,PERIOD_D1,STRONG_TREND,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1333,w0,3795,3751,2025-12-24 14:45:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,2.89857,209.9,0.7241501844012739,0.041025808263800714,PERIOD_D1,STRONG_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1334,w0,3800,3751,2025-12-24 15:30:00,BUY,Asia-Low,PERIOD_M30,RANGING,DOWN,9.45,98.4,0.10412698412698415,0.041025808263800714,PERIOD_D1,STRONG_TREND,UP,True,False,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1335,w0,3806,3751,2025-12-24 16:45:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,DOWN,5.64929,116.5,0.20622060471315867,0.041025808263800714,PERIOD_D1,STRONG_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1347,w0,3820,3817,2025-12-26 09:30:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,3.45214,398.4,1.1540667527968158,0.016520355883792283,PERIOD_D1,STRONG_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1348,w0,3822,3817,2025-12-26 11:00:00,BUY,Asia-Low,PERIOD_M5,STRONG_TREND,UP,2.97929,491.5,1.6497219136102896,0.016520355883792283,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,DISCOVERY
w0__BUY__seq1349,w0,3824,3817,2025-12-26 12:15:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,5.36143,493.2,0.91990383162701,0.016520355883792283,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1350,w0,3826,3817,2025-12-26 15:00:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,DOWN,3.03786,395.0,1.3002574180508648,0.016520355883792283,PERIOD_D1,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1351,w0,3830,3817,2025-12-26 16:00:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,8.83071,556.5,0.6301871536943237,0.016520355883792283,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1352,w0,3836,3817,2025-12-26 17:00:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,9.86786,514.1,0.5209842863599605,0.016520355883792283,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,DISCOVERY
w0__BUY__seq1353,w0,3878,3875,2025-12-29 01:15:00,BUY,Asia-Low,PERIOD_M5,RANGING,UP,5.31714,265.5,0.4993285864205193,0.03748082643223108,PERIOD_D1,STRONG_TREND,UP,True,True,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1594,w0,3886,3880,2025-12-29 02:30:00,SELL,Equal-High,PERIOD_M30,WEAK_TREND,UP,15.72286,488.8,0.31088491533983004,0.035786891218629886,PERIOD_M15,WEAK_TREND,UP,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1619,w0,3927,3925,2025-12-29 21:15:00,SELL,Equal-High,PERIOD_M5,RANGING,UP,5.43714,147.9,0.2720180094682131,0.04684608020423359,PERIOD_H4,STRONG_TREND,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,DISCOVERY
w0__SELL__seq1622,w0,3929,3925,2025-12-29 22:00:00,SELL,Equal-High,PERIOD_M5,RANGING,UP,4.04071,131.9,0.3264277812562644,0.04684608020423359,PERIOD_H4,STRONG_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w0__SELL__seq1629,w0,3938,3925,2025-12-30 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,82.085,183.2,0.02231832856185661,0.04684608020423359,PERIOD_H4,STRONG_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,DISCOVERY
w1__SELL__seq96,w1,147,146,2026-01-06 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,90.00786,419.4,0.04659593062205901,0.039884550396015864,PERIOD_M5,STRONG_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq54,w1,263,262,2026-01-09 07:45:00,BUY,Equal-Low,PERIOD_M5,WEAK_TREND,UP,3.56857,69.1,0.19363498544234806,0.1331904623611765,PERIOD_M5,STRONG_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq57,w1,280,278,2026-01-09 16:00:00,BUY,Equal-Low,PERIOD_H1,RANGING,UP,12.90429,221.4,0.17157084969417147,0.3166824343346105,PERIOD_M15,CHOPPY,UP,True,True,False,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq59,w1,286,285,2026-01-12 04:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,32.98929,1139.4,0.34538482034623974,0.057148786850418305,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq132,w1,305,302,2026-01-12 23:00:00,SELL,Asia-High,PERIOD_H1,STRONG_TREND,UP,17.87571,75.3,0.04212420094082976,0.11044577511643382,PERIOD_M15,WEAK_TREND,DOWN,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq64,w1,308,306,2026-01-13 01:00:00,BUY,Asia-Low,PERIOD_M5,RANGING,DOWN,3.63857,611.9,1.6817046257183452,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,False,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq65,w1,314,306,2026-01-13 02:00:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,UP,12.44643,633.0,0.5085795685991887,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w1__BUY__seq67,w1,318,306,2026-01-13 02:30:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,UP,12.38071,519.3,0.41944282678457045,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
w1__BUY__seq69,w1,321,306,2026-01-13 00:00:00,BUY,Asia-Low,PERIOD_D1,STRONG_TREND,UP,98.15214,611.9,0.062341992747178,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq71,w1,330,306,2026-01-13 05:00:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,DOWN,12.57286,326.1,0.2593681946669254,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq76,w1,345,306,2026-01-13 10:00:00,BUY,Asia-Low,PERIOD_M5,RANGING,UP,3.575,69.6,0.19468531468531466,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq81,w1,352,306,2026-01-13 15:30:00,BUY,Asia-Low,PERIOD_M30,RANGING,UP,9.50714,272.8,0.28694223499390986,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,True,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq82,w1,355,306,2026-01-13 16:00:00,BUY,Asia-Low,PERIOD_H1,WEAK_TREND,DOWN,14.57286,378.1,0.2594549045280062,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq83,w1,358,306,2026-01-13 17:30:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,DOWN,12.75071,350.5,0.274886653370675,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
w1__BUY__seq86,w1,367,306,2026-01-13 19:00:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,UP,15.47,396.7,0.256431803490627,0.062341992747178,PERIOD_D1,STRONG_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,AMBIGUOUS,VALIDATION
w1__SELL__seq221,w1,556,553,2026-01-16 17:30:00,SELL,Asia-High,PERIOD_M30,RANGING,DOWN,14.54071,509.9,0.350670634377551,0.0035010625194282444,PERIOD_M15,WEAK_TREND,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq222,w1,566,558,2026-01-16 18:00:00,SELL,Asia-High,PERIOD_H1,RANGING,DOWN,19.20857,451.9,0.23525957424212213,0.23525957424212213,PERIOD_H1,RANGING,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq151,w1,597,593,2026-01-19 02:00:00,BUY,Asia-Low,PERIOD_H1,RANGING,DOWN,27.11929,814.0,0.30015535067474114,0.005851900321414283,PERIOD_D1,STRONG_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq150,w1,594,575,2026-01-19 01:15:00,BUY,Daily-Low,PERIOD_M15,WEAK_TREND,DOWN,11.05571,730.9,0.6611063423335092,0.001274787535410765,PERIOD_H1,RANGING,DOWN,True,False,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq156,w1,618,617,2026-01-20 03:15:00,BUY,Asia-Low,PERIOD_M15,RANGING,UP,5.885,170.8,0.2902293967714529,0.020591097056677207,PERIOD_D1,STRONG_TREND,UP,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq157,w1,626,617,2026-01-20 04:00:00,BUY,Asia-Low,PERIOD_H1,WEAK_TREND,UP,9.985,165.3,0.1655483224837256,0.020591097056677207,PERIOD_D1,STRONG_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq159,w1,648,647,2026-01-21 03:30:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,12.475,1680.1,1.3467735470941884,0.12366238147286729,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq160,w1,650,647,2026-01-21 04:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,33.16357,1698.4,0.5121282178004359,0.12366238147286729,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
w1__BUY__seq166,w1,657,647,2026-01-21 06:45:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,15.11286,1886.7,1.248406985838551,0.12366238147286729,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq242,w1,667,666,2026-01-21 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,84.05143,1077.8,0.12823101284534957,0.07385642617037376,PERIOD_M5,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq243,w1,672,671,2026-01-21 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,84.05143,873.1,0.1038768763363098,0.37732960603554877,PERIOD_M5,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq174,w1,677,676,2026-01-22 01:15:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,DOWN,21.56786,440.4,0.20419272009369496,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq177,w1,687,676,2026-01-22 13:15:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,3.25071,537.4,1.653177305880869,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w1__BUY__seq178,w1,689,676,2026-01-22 14:00:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,3.27214,585.2,1.788432035304113,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w1__BUY__seq179,w1,692,676,2026-01-22 15:00:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,UP,10.32357,471.8,0.45701244821316656,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,FAIL,VALIDATION
w1__BUY__seq180,w1,695,676,2026-01-22 15:30:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,4.63714,559.1,1.2057000651263496,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,AMBIGUOUS,VALIDATION
w1__BUY__seq181,w1,699,676,2026-01-22 16:45:00,BUY,Asia-Low,PERIOD_M15,RANGING,DOWN,9.31786,731.5,0.7850515032421608,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq182,w1,704,676,2026-01-22 17:30:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,DOWN,13.52286,813.0,0.601204183138774,0.06997455544301087,PERIOD_D1,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq184,w1,709,708,2026-01-23 00:00:00,BUY,Asia-Low,PERIOD_D1,STRONG_TREND,UP,91.88643,1615.7,0.17583662788945004,0.17583662788945004,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq251,w1,715,713,2026-01-23 10:45:00,SELL,Daily-High,PERIOD_M15,WEAK_TREND,UP,10.84429,152.9,0.14099586049432467,0.20313199105145413,PERIOD_M30,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq187,w1,735,708,2026-01-23 17:15:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,11.595,164.0,0.14144027598102632,0.17583662788945004,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,AMBIGUOUS,VALIDATION
