timestamp,open,high,low,close,tick_volume,spread,real_volume
2025.05.13 04:00:00,3239.80,3253.46,3215.68,3252.43,34964,27,0
2025.05.13 08:00:00,3252.56,3265.44,3247.20,3255.47,31784,27,0
2025.05.13 12:00:00,3255.47,3258.47,3237.20,3241.66,32816,27,0
2025.05.13 16:00:00,3241.49,3257.68,3225.40,3250.90,51888,27,0
2025.05.13 20:00:00,3250.81,3254.69,3241.97,3250.14,20294,27,0
2025.05.14 00:00:00,3248.97,3256.95,3240.46,3243.68,13508,27,0
2025.05.14 04:00:00,3243.71,3251.70,3222.44,3223.86,36099,27,0
2025.05.14 08:00:00,3223.90,3243.69,3221.52,3232.48,35922,27,0
2025.05.14 12:00:00,3232.40,3239.07,3184.03,3184.68,42518,27,0
2025.05.14 16:00:00,3184.71,3198.15,3173.66,3188.39,61718,27,0
2025.05.14 20:00:00,3188.34,3190.36,3167.76,3177.33,29799,27,0
2025.05.15 00:00:00,3176.51,3187.80,3176.51,3187.65,12940,27,0
2025.05.15 04:00:00,3187.65,3192.56,3135.44,3138.43,39006,27,0
2025.05.15 08:00:00,3138.43,3164.11,3120.61,3162.48,47174,27,0
2025.05.15 12:00:00,3162.47,3189.74,3159.23,3188.72,38636,27,0
2025.05.15 16:00:00,3188.72,3222.64,3185.07,3222.49,54482,27,0
2025.05.15 20:00:00,3222.49,3240.54,3216.31,3239.76,24115,27,0
2025.05.16 00:00:00,3240.19,3251.95,3231.88,3243.00,22439,27,0
2025.05.16 04:00:00,3243.00,3244.48,3206.43,3219.51,37749,27,0
2025.05.16 08:00:00,3219.46,3231.14,3195.49,3207.33,34897,27,0
2025.05.16 12:00:00,3207.29,3212.81,3154.08,3177.41,45149,27,0
2025.05.16 16:00:00,3177.38,3189.66,3165.77,3189.28,57887,27,0
2025.05.16 20:00:00,3189.29,3202.81,3183.42,3202.02,23773,27,0
2025.05.19 00:00:00,3218.63,3249.71,3205.44,3246.37,32259,27,0
2025.05.19 04:00:00,3246.29,3246.62,3206.58,3215.80,46327,27,0
2025.05.19 08:00:00,3215.82,3244.81,3214.87,3244.32,39535,27,0
