"strategy","trades","net_profit","profit_factor","win_rate","max_drawdown_pct","avg_win","avg_loss","largest_loss","history_quality"
"ALL_ON","774","-412.99","0.74","36.69","42.05","4.10","-3.22","-14.62","100% ticks reali"
"InpStrat_ADX_RSI","774","-412.99","0.74","36.69","42.05","4.10","-3.22","-14.62","100% ticks reali"
