episode_id,timestamp,outcome,source_tf,direction,penetration_per_atr,age_seconds
Asia-High_2025.10.06__ep2,2025-10-06 12:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.02097553320582281,43200.0
Asia-High_2025.10.06__ep3,2025-10-06 14:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.022082482548497536,50400.0
Asia-High_2025.10.06__ep4,2025-10-06 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.04145503800859468,57600.0
Asia-High_2025.10.06__ep5,2025-10-06 17:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.003941358534231071,61200.0
Equal-High_2025.10.06 21:00__ep1,2025-10-06 21:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.01971096673806997,
Asia-Low_2025.10.07__ep1,2025-10-07 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.10375463213988172,0.0
Asia-Low_2025.10.07__ep4,2025-10-07 13:00:00,TRUE_BREAK_OBSERVED,PERIOD_H1,BUY,0.012458768446382863,46800.0
Daily-High_2025.10.06__ep2,2025-10-07 02:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.050804894688711154,93600.0
Daily-High_2025.10.06__ep3,2025-10-07 03:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.0052154567455705595,97200.0
Daily-High_2025.10.06__ep5,2025-10-07 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.05533096278862079,100800.0
Daily-High_2025.10.06__ep6,2025-10-07 08:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.08779697993591962,116100.0
Daily-High_2025.10.06__ep9,2025-10-07 12:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.07272425927166538,129600.0
Daily-High_2025.10.06__ep10,2025-10-07 15:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.04961477589334981,142200.0
Daily-High_2025.10.06__ep11,2025-10-07 19:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.028488172755715347,154800.0
Daily-High_2025.10.06__ep12,2025-10-07 19:15:00,TRUE_BREAK_OBSERVED,PERIOD_M15,SELL,0.05254523751895456,155700.0
Equal-High_2025.10.07 01:40__ep1,2025-10-07 01:45:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.02493150684931507,
Equal-Low_2025.10.07 04:10__ep1,2025-10-07 04:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.08052256532066508,
Asia-High_2025.10.07__ep1,2025-10-07 16:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.06752974158911222,60300.0
Asia-High_2025.10.07__ep5,2025-10-07 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.0046353020452751395,72000.0
Equal-High_2025.10.07 17:55__ep1,2025-10-07 18:00:00,TRUE_BREAK_OBSERVED,PERIOD_M5,SELL,0.017144337079553373,
Asia-Low_2025.10.08__ep1,2025-10-08 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.051524782681763366,0.0
Asia-High_2025.10.08__ep4,2025-10-08 11:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.02801951798618745,39600.0
Asia-High_2025.10.08__ep6,2025-10-08 12:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.00682388359257401,43200.0
Asia-High_2025.10.08__ep8,2025-10-08 13:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.00032313884145031177,49500.0
Asia-High_2025.10.08__ep10,2025-10-08 14:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.0264591439688716,52200.0
Asia-High_2025.10.08__ep12,2025-10-08 15:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.046054560586181265,56700.0
Equal-Low_2025.10.08 15:40__ep1,2025-10-08 15:45:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.02285423474833246,
Equal-High_2025.10.08 16:15__ep1,2025-10-08 16:30:00,TRUE_BREAK_OBSERVED,PERIOD_M15,SELL,0.028669441341334416,
Equal-Low_2025.10.08 16:45__ep1,2025-10-08 17:00:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.08779874213836478,
Equal-High_2025.10.08 18:00__ep1,2025-10-08 18:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.10785707170727998,
Equal-High_2025.10.08 20:00__ep1,2025-10-08 20:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.006543045323252823,
Equal-High_2025.10.08 21:00__ep1,2025-10-08 21:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.11211784862827531,
Equal-High_2025.10.08 21:45__ep1,2025-10-08 22:00:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.009472253401723002,
Equal-High_2025.10.08 21:55__ep1,2025-10-08 22:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.016045826881573775,
Equal-High_2025.10.08 22:00__ep2,2025-10-08 22:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.04266376373436373,
Asia-Low_2025.10.09__ep1,2025-10-09 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.09247985358597348,0.0
Asia-High_2025.10.09__ep1,2025-10-09 01:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.11614705524476861,4500.0
Asia-High_2025.10.09__ep5,2025-10-09 14:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.1046195652173913,52200.0
Asia-High_2025.10.09__ep6,2025-10-09 15:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.06216462401194943,54900.0
Asia-High_2025.10.09__ep7,2025-10-09 15:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.032305721943502015,55800.0
Asia-High_2025.10.09__ep8,2025-10-09 16:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.163880006770383,60300.0
Asia-High_2025.10.09__ep10,2025-10-09 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.2347009708414305,72000.0
Daily-Low_2025.10.08__ep1,2025-10-09 19:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.02276422972177124,157500.0
Asia-High_2025.10.10__ep1,2025-10-10 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,SELL,0.10215047012363507,0.0
Asia-High_2025.10.10__ep2,2025-10-10 12:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.013553303448299229,43200.0
Asia-High_2025.10.10__ep3,2025-10-10 13:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.017645275028554706,47700.0
Asia-High_2025.10.10__ep4,2025-10-10 14:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.003563748079877112,50400.0
Asia-High_2025.10.10__ep5,2025-10-10 14:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.030541366740171424,53100.0
Asia-High_2025.10.10__ep7,2025-10-10 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.02427213583914772,57600.0
Asia-High_2025.10.10__ep11,2025-10-10 19:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.03271131923927095,69300.0
Asia-High_2025.10.10__ep12,2025-10-10 19:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.0423159257231045,70200.0
Asia-Low_2025.10.10__ep2,2025-10-10 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,BUY,0.002571916457496736,0.0
Asia-Low_2025.10.10__ep3,2025-10-10 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,BUY,0.05047894176676297,14400.0
Equal-High_2025.10.10 04:15__ep1,2025-10-10 04:30:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.006952203600248293,
Equal-High_2025.10.10 04:55__ep1,2025-10-10 05:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.09547887842713747,
Equal-High_2025.10.10 05:45__ep1,2025-10-10 06:00:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.04782048412679656,
Equal-Low_2025.10.10 10:25__ep1,2025-10-10 10:30:00,TRUE_BREAK_OBSERVED,PERIOD_M5,BUY,0.07627861122554902,
Equal-Low_2025.10.10 15:40__ep1,2025-10-10 15:45:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.02069239358796784,
Equal-Low_2025.10.10 15:55__ep1,2025-10-10 16:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.013268356297067126,
Equal-Low_2025.10.10 16:10__ep1,2025-10-10 16:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.039654062172656594,
Equal-High_2025.10.10 18:55__ep1,2025-10-10 19:00:00,TRUE_BREAK_OBSERVED,PERIOD_M5,SELL,0.020270178492504735,
Equal-Low_2025.10.10 20:10__ep1,2025-10-10 20:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.03127211083125859,
Daily-High_2025.10.10__ep1,2025-10-13 01:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.009658807031962749,263700.0
Weekly-High_2025.10.05__ep3,2025-10-13 03:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.10824138502282228,702000.0
Weekly-High_2025.10.05__ep4,2025-10-13 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.06509953409572215,705600.0
Weekly-High_2025.10.05__ep6,2025-10-13 08:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.013104116133918825,720000.0
Asia-Low_2025.10.13__ep1,2025-10-13 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.09333233220447079,0.0
Asia-High_2025.10.13__ep1,2025-10-13 12:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.0014894147295173204,43200.0
Asia-High_2025.10.13__ep7,2025-10-13 15:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.02295446789542545,54000.0
Asia-Low_2025.10.14__ep1,2025-10-14 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.12064952442097553,0.0
Equal-High_2025.10.13 23:55__ep1,2025-10-14 01:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.022047244094488185,
Equal-High_2025.10.14 01:25__ep1,2025-10-14 01:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.09389238423781598,
Equal-High_2025.10.14 08:40__ep1,2025-10-14 08:45:00,TRUE_BREAK_OBSERVED,PERIOD_M5,SELL,0.3280467436648628,
Daily-High_2025.10.13__ep1,2025-10-14 09:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.04215250309612607,119700.0
Daily-High_2025.10.13__ep2,2025-10-14 09:30:00,TRUE_BREAK_OBSERVED,PERIOD_M30,SELL,0.017065466606200137,120600.0
Daily-High_2025.10.13__ep3,2025-10-14 10:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.023251957926041372,122400.0
Daily-High_2025.10.13__ep4,2025-10-14 15:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.08077343268682105,143100.0
Daily-High_2025.10.13__ep5,2025-10-14 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.04219608051559745,144000.0
Equal-Low_2025.10.14 14:40__ep1,2025-10-14 14:45:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.04789362178260478,
Equal-Low_2025.10.14 14:55__ep1,2025-10-14 15:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.04915254237288136,
Equal-Low_2025.10.14 15:10__ep1,2025-10-14 15:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.043169548401346285,
Equal-Low_2025.10.14 17:25__ep1,2025-10-14 17:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.056137947111393395,
Equal-High_2025.10.14 19:30__ep1,2025-10-14 20:00:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.030322852560373946,
Equal-High_2025.10.14 22:30__ep1,2025-10-14 22:45:00,TRUE_BREAK_OBSERVED,PERIOD_M15,SELL,0.06929056394951486,
Equal-Low_2025.10.14 23:25__ep1,2025-10-14 23:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.016436946444140586,
Equal-High_2025.10.14 23:30__ep1,2025-10-15 01:00:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.02608748459341586,
Daily-High_2025.10.14__ep1,2025-10-15 04:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.006390927207339109,101700.0
Daily-High_2025.10.14__ep2,2025-10-15 04:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.018775615825606634,103500.0
Daily-High_2025.10.14__ep6,2025-10-15 06:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.017252955570167445,108000.0
Daily-High_2025.10.14__ep7,2025-10-15 07:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.027543652206792522,113400.0
Asia-High_2025.10.15__ep1,2025-10-15 10:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.012015433757158635,36900.0
Asia-High_2025.10.15__ep3,2025-10-15 12:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.07663144610641229,45000.0
Asia-High_2025.10.15__ep5,2025-10-15 13:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.013962295686771693,47700.0
Asia-High_2025.10.15__ep11,2025-10-15 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.05307644912029592,57600.0
Asia-High_2025.10.15__ep13,2025-10-15 18:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.0016708935050802993,64800.0
Asia-High_2025.10.15__ep15,2025-10-15 18:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.04549121512271992,67500.0
Asia-High_2025.10.15__ep17,2025-10-15 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.0036726946612824786,72000.0
Equal-Low_2025.10.15 12:25__ep1,2025-10-15 12:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.07861425716189206,
Equal-High_2025.10.15 17:15__ep1,2025-10-15 17:30:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.002358490566037736,
Asia-Low_2025.10.16__ep1,2025-10-16 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.07152065245987899,0.0
Equal-High_2025.10.16 01:30__ep1,2025-10-16 02:00:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.0018124824713866253,
Daily-High_2025.10.15__ep1,2025-10-16 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.04909273700582571,100800.0
Daily-High_2025.10.15__ep2,2025-10-16 08:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.08795190384976923,117900.0
Daily-High_2025.10.15__ep3,2025-10-16 09:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.08417460828969131,118800.0
Asia-High_2025.10.16__ep1,2025-10-16 13:15:00,TRUE_BREAK_OBSERVED,PERIOD_M15,SELL,0.05,47700.0
Asia-High_2025.10.16__ep3,2025-10-16 15:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.010928179252286438,54000.0
Asia-High_2025.10.16__ep6,2025-10-16 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.038388673455357805,57600.0
Asia-Low_2025.10.17__ep1,2025-10-17 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.1496496487936528,0.0
Asia-Low_2025.10.17__ep2,2025-10-17 16:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.03497259844500583,60300.0
Asia-High_2025.10.17__ep1,2025-10-17 02:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.07738762156076053,7200.0
Asia-High_2025.10.17__ep2,2025-10-17 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.05719849388996457,14400.0
Daily-High_2025.10.16__ep3,2025-10-17 05:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.013552445168483442,105300.0
Daily-High_2025.10.16__ep4,2025-10-17 14:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.008756772587494507,136800.0
Daily-High_2025.10.16__ep8,2025-10-17 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.03389401331607137,144000.0
Equal-Low_2025.10.17 06:10__ep1,2025-10-17 06:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.05927209705372617,
Equal-Low_2025.10.17 10:10__ep1,2025-10-17 10:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.009722222222222222,
Equal-Low_2025.10.17 10:30__ep1,2025-10-17 10:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.024849105839039137,
Equal-Low_2025.10.17 10:45__ep1,2025-10-17 11:00:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.005371792900712596,
Equal-Low_2025.10.17 11:30__ep1,2025-10-17 11:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.026688977966448472,
Equal-Low_2025.10.17 11:45__ep1,2025-10-17 12:00:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.03504014993284449,
Equal-Low_2025.10.17 12:00__ep1,2025-10-17 12:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.0023084264246787793,
Daily-Low_2025.10.16__ep1,2025-10-17 20:15:00,TRUE_BREAK_OBSERVED,PERIOD_M15,BUY,0.03085388224340135,159300.0
Equal-High_2025.10.17 22:55__ep1,2025-10-17 23:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.034891746446517574,
Asia-High_2025.10.20__ep1,2025-10-20 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,SELL,0.14280371251929558,0.0
Asia-Low_2025.10.20__ep2,2025-10-20 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,BUY,0.008310153109855677,0.0
Equal-High_2025.10.20 11:10__ep1,2025-10-20 11:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.0013014611690467912,
Equal-High_2025.10.20 11:25__ep1,2025-10-20 11:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.002142127799344509,
Weekly-High_2025.10.12__ep1,2025-10-20 23:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.008890503291391325,774000.0
Weekly-High_2025.10.12__ep2,2025-10-21 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,SELL,0.024605940800083236,777600.0
Asia-High_2025.10.21__ep1,2025-10-21 02:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.017769979887046185,7200.0
Asia-High_2025.10.21__ep2,2025-10-21 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,SELL,0.004755716554824874,14400.0
Equal-High_2025.10.21 11:00__ep1,2025-10-21 11:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.005100882288091251,
Daily-Low_2025.10.20__ep1,2025-10-21 15:15:00,TRUE_BREAK_OBSERVED,PERIOD_M15,BUY,0.04245604618062915,141300.0
Equal-Low_2025.10.21 22:25__ep1,2025-10-21 22:30:00,TRUE_BREAK_OBSERVED,PERIOD_M5,BUY,0.04740276455173443,
Asia-High_2025.10.22__ep1,2025-10-22 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,SELL,0.2166598853604179,0.0
Asia-Low_2025.10.22__ep2,2025-10-22 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,BUY,0.007785132448510949,0.0
Daily-Low_2025.10.21__ep1,2025-10-22 04:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.13734667482629392,101700.0
Daily-Low_2025.10.21__ep4,2025-10-22 08:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,BUY,0.06770326349439446,115200.0
Daily-Low_2025.10.21__ep5,2025-10-22 11:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,BUY,0.08489132415515759,127800.0
Daily-Low_2025.10.21__ep6,2025-10-22 13:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,BUY,0.009699093848432077,135000.0
Daily-Low_2025.10.21__ep7,2025-10-22 22:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.07728833275671511,166500.0
Equal-Low_2025.10.22 04:10__ep1,2025-10-22 04:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.013809252497214555,
Equal-Low_2025.10.22 05:10__ep1,2025-10-22 05:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.008980213089802132,
Equal-Low_2025.10.22 05:55__ep1,2025-10-22 06:00:00,TRUE_BREAK_OBSERVED,PERIOD_M5,BUY,0.015026841695979443,
Equal-High_2025.10.22 06:25__ep1,2025-10-22 06:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.011739379431020837,
Equal-High_2025.10.22 15:25__ep1,2025-10-22 15:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.000309888703472148,
Equal-High_2025.10.22 15:40__ep1,2025-10-22 15:45:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.00036825156000567106,
Asia-Low_2025.10.23__ep1,2025-10-23 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,BUY,0.05632232032261291,0.0
Equal-High_2025.10.23 08:10__ep1,2025-10-23 08:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.04533059123020067,
Equal-High_2025.10.23 11:15__ep1,2025-10-23 11:30:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.015276341377345492,
Equal-High_2025.10.23 12:30__ep1,2025-10-23 12:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.014530536937131772,
Equal-High_2025.10.23 13:30__ep1,2025-10-23 13:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,SELL,0.04804711849099733,
Equal-Low_2025.10.23 14:55__ep1,2025-10-23 15:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.01756566192174908,
Equal-Low_2025.10.23 15:25__ep1,2025-10-23 15:30:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.009773427935543385,
Equal-High_2025.10.23 15:40__ep1,2025-10-23 15:45:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.00028925601905618653,
Equal-High_2025.10.23 17:10__ep1,2025-10-23 17:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,SELL,0.09297132442864993,
Asia-High_2025.10.23__ep2,2025-10-23 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.021668849585657696,72000.0
Asia-High_2025.10.23__ep4,2025-10-23 22:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,SELL,0.0078074009400301144,79200.0
Equal-Low_2025.10.23 20:10__ep1,2025-10-23 20:15:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.018496960728746313,
Asia-Low_2025.10.24__ep1,2025-10-24 00:00:00,INVALIDATED_NO_BREAK,PERIOD_D1,BUY,0.04428629856850715,0.0
Asia-Low_2025.10.24__ep2,2025-10-24 15:45:00,TRUE_BREAK_OBSERVED,PERIOD_M5,BUY,0.02714570858283433,56700.0
Asia-Low_2025.10.24__ep7,2025-10-24 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,BUY,0.09549966512588845,72000.0
Equal-Low_2025.10.24 07:00__ep1,2025-10-24 07:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,BUY,0.006171557686638796,
Daily-Low_2025.10.23__ep1,2025-10-24 12:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.042718224799572505,130500.0
Daily-Low_2025.10.23__ep3,2025-10-24 12:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.030625268856225872,132300.0
Daily-Low_2025.10.23__ep6,2025-10-24 16:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.07548235294117647,144000.0
Equal-High_2025.10.24 17:00__ep1,2025-10-24 17:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.008911272612966292,
Equal-High_2025.10.24 17:30__ep1,2025-10-24 18:00:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.039637098149263826,
Equal-High_2025.10.24 18:00__ep1,2025-10-24 18:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.00026076584843558745,
Equal-High_2025.10.24 19:30__ep1,2025-10-24 20:00:00,INVALIDATED_NO_BREAK,PERIOD_M30,SELL,0.03106267029972752,
Asia-Low_2025.10.27__ep4,2025-10-27 01:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.0019375791095756346,3600.0
Equal-Low_2025.10.27 04:55__ep1,2025-10-27 05:00:00,INVALIDATED_NO_BREAK,PERIOD_M5,BUY,0.009167254566687792,
Equal-Low_2025.10.27 10:00__ep1,2025-10-27 10:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.036796156010329775,
Daily-Low_2025.10.24__ep1,2025-10-27 15:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.007353629976580796,313200.0
Weekly-Low_2025.10.19__ep1,2025-10-27 16:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.00448352456705491,749700.0
Weekly-Low_2025.10.19__ep3,2025-10-27 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.010081429878550673,763200.0
Weekly-Low_2025.10.19__ep7,2025-10-28 04:00:00,INVALIDATED_NO_BREAK,PERIOD_H4,BUY,0.014922032380810265,792000.0
Weekly-Low_2025.10.19__ep8,2025-10-29 10:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.029605179037566126,900900.0
Weekly-Low_2025.10.19__ep10,2025-10-29 11:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.059887047414166186,903600.0
Weekly-Low_2025.10.19__ep14,2025-10-29 17:30:00,INVALIDATED_NO_BREAK,PERIOD_M30,BUY,0.019946963528142923,927000.0
Weekly-Low_2025.10.19__ep15,2025-10-30 11:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.007664080811415606,990900.0
Weekly-Low_2025.10.19__ep17,2025-10-30 11:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.012503170130015234,992700.0
Weekly-Low_2025.10.19__ep18,2025-10-30 16:15:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.05163873480556729,1008900.0
Weekly-Low_2025.10.19__ep19,2025-10-30 17:45:00,INVALIDATED_NO_BREAK,PERIOD_M15,BUY,0.003000778838507631,1014300.0
Weekly-Low_2025.10.19__ep21,2025-10-30 20:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.0008415759964164165,1022400.0
Weekly-Low_2025.10.19__ep25,2025-10-31 00:00:00,TRUE_BREAK_OBSERVED,PERIOD_D1,BUY,0.014735993789632295,1036800.0
Weekly-Low_2025.10.19__ep26,2025-10-31 05:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.03217680608365019,1054800.0
Weekly-Low_2025.10.19__ep27,2025-10-31 07:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.008058921225796958,1062000.0
Weekly-Low_2025.10.19__ep29,2025-10-31 08:00:00,INVALIDATED_NO_BREAK,PERIOD_H1,BUY,0.004114276905417982,1065600.0
