level_id,level_price,direction,source,source_tf,created_at,touch_number,age_at_trigger_hours,trigger_time,trigger_price,penetration_at_trigger_pips,max_additional_penetration_after_trigger_pips,time_to_max_penetration_hours,time_to_first_reclaim_level_hours,time_to_reclaim_trigger_price_hours,time_to_reversal_0_25ATR_hours,time_to_reversal_0_5ATR_hours,time_to_reversal_1ATR_hours,atr_h4_at_trigger_pips,level_replaced_before_horizon,IMMEDIATE_FADE_available,IMMEDIATE_FADE_entry_price,IMMEDIATE_FADE_entry_delay_hours,IMMEDIATE_FADE_outcome,RECLAIM_LEVEL_available,RECLAIM_LEVEL_entry_price,RECLAIM_LEVEL_entry_delay_hours,RECLAIM_LEVEL_outcome,RECLAIM_TRIGGER_available,RECLAIM_TRIGGER_entry_price,RECLAIM_TRIGGER_entry_delay_hours,RECLAIM_TRIGGER_outcome,REACTION_CANDLE_available,REACTION_CANDLE_entry_price,REACTION_CANDLE_entry_delay_hours,REACTION_CANDLE_outcome,MICRO_STRUCTURE_SHIFT_available,MICRO_STRUCTURE_SHIFT_entry_price,MICRO_STRUCTURE_SHIFT_entry_delay_hours,MICRO_STRUCTURE_SHIFT_outcome,LIMIT_RETEST_available,LIMIT_RETEST_entry_price,LIMIT_RETEST_entry_delay_hours,LIMIT_RETEST_outcome,IMMEDIATE_FADE_MFE_4h,IMMEDIATE_FADE_MAE_4h,RECLAIM_LEVEL_MFE_4h,RECLAIM_LEVEL_MAE_4h,RECLAIM_TRIGGER_MFE_4h,RECLAIM_TRIGGER_MAE_4h,REACTION_CANDLE_MFE_4h,REACTION_CANDLE_MAE_4h,MICRO_STRUCTURE_SHIFT_MFE_4h,MICRO_STRUCTURE_SHIFT_MAE_4h,LIMIT_RETEST_MFE_4h,LIMIT_RETEST_MAE_4h
16,1824.9,SELL,WICK_H4,H4,2023-10-04 04:00:00,1,11.25,2023-10-04 15:15:00,1828.4,35.0,20.4,0.0,,0.0,0.0,,,78.0,True,True,1828.4,0.0,TP,False,,,NO_ENTRY,True,1828.4,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,114.5,20.4,,,114.5,20.4,,,,,,
22,1823.54,SELL,WICK_H4,H4,2023-10-05 00:00:00,2,4.0,2023-10-05 04:00:00,1827.04,35.0,20.0,3.0,,0.0,,,,73.88,True,True,1827.04,0.0,TP,False,,,NO_ENTRY,True,1827.04,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,15.6,20.0,,,15.6,20.0,,,,,,
33,1824.98,SELL,WICK_H4,H4,2023-10-06 16:00:00,2,1.25,2023-10-06 17:15:00,1828.48,35.0,62.5,1.5,0.5,0.25,0.0,0.0,,83.71,True,True,1828.48,0.0,SL,True,1824.98,0.5,SL,True,1828.48,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,59.0,62.5,24.0,97.5,59.0,62.5,,,,,,
36,1833.85,SELL,WICK_H4,H4,2023-10-07 00:00:00,1,49.25,2023-10-09 01:15:00,1837.35,35.0,150.0,2.5,,,,,,92.36,True,True,1837.35,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,-79.8,153.0,,,,,,,,,,
44,1853.07,SELL,WICK_H4,H4,2023-10-09 20:00:00,1,1.75,2023-10-09 21:45:00,1856.57,35.0,68.0,0.75,,,,,,90.74,True,True,1856.57,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,20.9,68.0,,,,,,,,,,
46,1863.37,SELL,WICK_H4,H4,2023-10-10 00:00:00,3,34.5,2023-10-11 10:30:00,1866.87,35.0,77.8,3.0,,0.0,0.0,,,76.01,True,True,1866.87,0.0,SL,False,,,NO_ENTRY,True,1866.87,0.0,SL,False,,,NO_ENTRY,True,1870.6,4.75,SL,False,,,NO_ENTRY,34.6,77.8,,,34.6,77.8,,,42.7,64.9,,
52,1877.09,SELL,WICK_H4,H4,2023-10-11 20:00:00,3,13.5,2023-10-12 09:30:00,1880.59,35.0,19.1,0.0,,1.25,1.25,,,68.18,True,True,1880.59,0.0,SL,False,,,NO_ENTRY,True,1880.59,1.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,20.8,20.2,,,20.8,37.6,,,,,,
56,1884.85,SELL,WICK_H4,H4,2023-10-12 16:00:00,1,21.0,2023-10-13 13:00:00,1888.35,35.0,306.6,2.5,,0.0,,,,89.84,True,True,1888.35,0.0,SL,False,,,NO_ENTRY,True,1888.35,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,18.2,306.6,,,18.2,306.6,,,,,,
58,1919.01,SELL,WICK_H4,H4,2023-10-13 16:00:00,1,2.75,2023-10-13 18:45:00,1922.51,35.0,100.2,5.0,59.25,54.25,58.25,,,99.08,True,True,1922.51,0.0,SL,True,1919.01,59.25,TP,True,1922.51,54.25,SL,True,1921.54,57.25,TP,True,1922.06,54.25,SL,True,1919.01,59.5,TP,15.5,81.0,109.8,13.3,28.1,55.7,36.3,18.3,23.6,60.2,109.8,12.7
69,1921.24,SELL,WICK_H4,H4,2023-10-17 12:00:00,1,1.0,2023-10-17 13:00:00,1924.74,35.0,41.8,2.25,,0.25,0.0,2.5,,89.22,True,True,1924.74,0.0,SL,False,,,NO_ENTRY,True,1924.74,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,58.7,67.1,,,58.7,67.1,,,,,,
71,1931.45,SELL,WICK_H4,H4,2023-10-17 20:00:00,1,8.5,2023-10-18 04:30:00,1934.95,35.0,77.0,0.5,,,,,,91.02,True,True,1934.95,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,-1.2,77.0,,,,,,,,,,
75,1939.96,SELL,WICK_H4,H4,2023-10-18 12:00:00,1,0.5,2023-10-18 12:30:00,1943.46,35.0,190.3,4.25,,5.5,0.0,5.5,,90.17,True,True,1943.46,0.0,SL,False,,,NO_ENTRY,True,1943.46,5.5,SL,False,,,NO_ENTRY,True,1941.03,5.5,SL,False,,,NO_ENTRY,29.9,162.0,,,53.9,130.7,,,29.6,155.0,,
85,1956.96,SELL,WICK_H4,H4,2023-10-19 16:00:00,1,3.0,2023-10-19 19:00:00,1960.46,35.0,171.2,3.25,0.25,0.0,0.0,0.0,,96.96,True,True,1960.46,0.0,SL,True,1956.96,0.25,SL,True,1960.46,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,1956.96,0.5,SL,84.6,171.2,49.6,206.2,84.6,171.2,,,,,49.6,206.2
91,1981.87,SELL,WICK_H4,H4,2023-10-20 08:00:00,2,6.0,2023-10-20 14:00:00,1985.37,35.0,4.3,0.0,0.5,0.0,0.25,0.75,1.25,104.11,True,True,1985.37,0.0,TP,True,1981.87,0.5,SL,True,1985.37,0.0,TP,False,,,NO_ENTRY,True,1977.19,0.75,SL,False,,,NO_ENTRY,122.4,83.6,87.4,151.4,122.4,83.6,,,40.6,198.2,,
94,1985.8,SELL,WICK_H4,H4,2023-10-20 16:00:00,1,1.0,2023-10-20 17:00:00,1989.3,35.0,77.1,1.25,2.75,0.25,0.25,2.75,,111.36,True,True,1989.3,0.0,SL,True,1985.8,2.75,SL,True,1989.3,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,151.2,77.1,116.2,38.3,151.2,77.1,,,,,,
100,1978.43,SELL,WICK_H4,H4,2023-10-23 04:00:00,1,8.0,2023-10-23 12:00:00,1981.93,35.0,7.5,0.0,0.75,0.0,0.5,1.25,4.5,111.86,True,True,1981.93,0.0,TP,True,1978.43,0.75,SL,True,1981.93,0.0,TP,True,1974.35,8.0,SL,True,1970.08,4.5,SL,True,1978.43,1.0,SL,67.5,7.5,84.8,34.2,67.5,7.5,33.4,36.5,1.3,91.8,84.8,34.2
107,1975.75,SELL,WICK_H4,H4,2023-10-24 04:00:00,1,1.25,2023-10-24 05:15:00,1979.25,35.0,14.8,0.0,0.75,0.25,0.75,,,101.18,True,True,1979.25,0.0,TP,True,1975.75,0.75,SL,True,1979.25,0.25,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,1975.75,2.0,SL,49.3,14.8,14.3,33.1,49.3,8.1,,,,,24.7,33.1
119,1976.78,SELL,WICK_H4,H4,2023-10-25 16:00:00,1,0.75,2023-10-25 16:45:00,1980.28,35.0,67.9,0.0,0.25,0.25,0.25,0.25,1.25,108.62,True,True,1980.28,0.0,SL,True,1976.78,0.25,SL,True,1980.28,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,1976.78,1.5,SL,182.1,67.9,147.1,90.2,182.1,55.2,,,,,45.7,87.1
123,1985.49,SELL,WICK_H4,H4,2023-10-26 00:00:00,2,7.75,2023-10-26 07:45:00,1988.99,35.0,43.2,4.0,1.25,0.0,0.75,1.25,8.0,100.52,True,True,1988.99,0.0,SL,True,1985.49,1.25,SL,True,1988.99,0.0,SL,True,1979.43,8.25,SL,True,1988.99,5.5,TP,False,,,NO_ENTRY,52.0,43.2,17.0,78.2,52.0,43.2,77.8,76.6,173.4,21.0,,
127,1985.73,SELL,WICK_H4,H4,2023-10-26 20:00:00,1,0.25,2023-10-26 20:15:00,1989.23,35.0,0.3,0.0,0.75,0.0,0.0,1.75,,105.38,True,True,1989.23,0.0,TP,True,1985.73,0.75,SL,True,1989.23,0.0,TP,False,,,NO_ENTRY,True,1982.85,1.75,SL,True,1985.73,1.0,SL,70.4,0.3,35.4,12.4,70.4,0.3,,,6.6,39.0,35.4,11.5
133,1985.58,SELL,WICK_H4,H4,2023-10-27 20:00:00,1,0.5,2023-10-27 20:30:00,1989.08,35.0,202.4,1.5,,,,,,106.95,True,True,1989.08,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,13.5,202.4,,,,,,,,,,
146,2003.95,SELL,WICK_H4,H4,2023-10-31 16:00:00,1,0.25,2023-10-31 16:15:00,2007.45,35.0,3.9,0.0,0.25,0.0,0.0,0.25,0.75,101.74,True,True,2007.45,0.0,TP,True,2003.95,0.25,TP,True,2007.45,0.0,TP,False,,,NO_ENTRY,True,1988.95,1.75,SL,False,,,NO_ENTRY,274.3,3.9,253.0,4.6,274.3,3.9,,,103.0,57.0,,
153,1980.85,SELL,WICK_H4,H4,2023-11-01 08:00:00,2,5.5,2023-11-01 13:30:00,1984.35,35.0,40.2,1.0,,0.25,2.0,,,92.85,True,True,1984.35,0.0,SL,False,,,NO_ENTRY,True,1984.35,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,61.7,75.9,,,61.7,75.9,,,,,,
156,1988.37,SELL,WICK_H4,H4,2023-11-01 16:00:00,1,0.5,2023-11-01 16:30:00,1991.87,35.0,0.7,0.0,0.25,0.0,0.0,0.25,0.75,98.74,True,True,1991.87,0.0,TP,True,1988.37,0.25,SL,True,1991.87,0.0,TP,False,,,NO_ENTRY,True,1978.64,1.0,SL,False,,,NO_ENTRY,211.5,0.7,186.6,27.7,211.5,0.7,,,89.3,43.1,,
167,1986.56,SELL,WICK_H4,H4,2023-11-02 20:00:00,3,15.25,2023-11-03 11:15:00,1990.06,35.0,139.0,3.5,,0.0,1.0,3.0,,77.75,True,True,1990.06,0.0,SL,False,,,NO_ENTRY,True,1990.06,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,45.7,139.0,,,45.7,139.0,,,,,,
207,1939.57,SELL,WICK_H4,H4,2023-11-13 16:00:00,1,2.5,2023-11-13 18:30:00,1943.07,35.0,60.0,0.75,,,,,,78.92,True,True,1943.07,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,4.6,60.0,,,,,,,,,,
212,1948.27,SELL,WICK_H4,H4,2023-11-14 04:00:00,1,11.75,2023-11-14 15:45:00,1951.77,35.0,55.4,0.0,,,,,,72.94,True,True,1951.77,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,-13.0,189.0,,,,,,,,,,
213,1959.11,SELL,WICK_H4,H4,2023-11-14 16:00:00,1,0.5,2023-11-14 16:30:00,1962.61,35.0,80.6,0.0,,2.5,0.0,,,79.97,True,True,1962.61,0.0,SL,False,,,NO_ENTRY,True,1962.61,2.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,38.0,80.6,,,10.5,23.8,,,,,,
215,1970.67,SELL,WICK_H4,H4,2023-11-14 20:00:00,2,19.5,2023-11-15 15:30:00,1974.17,35.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,73.65,True,True,1974.17,0.0,TP,True,1970.67,0.0,SL,True,1974.17,0.0,TP,False,,,NO_ENTRY,True,1963.9,0.0,SL,False,,,NO_ENTRY,188.9,9.2,153.9,44.2,188.9,9.2,,,86.2,111.9,,
219,1961.24,SELL,WICK_H4,H4,2023-11-16 04:00:00,1,4.25,2023-11-16 08:15:00,1964.74,35.0,37.1,2.75,,0.0,,,,69.97,True,True,1964.74,0.0,SL,False,,,NO_ENTRY,True,1964.74,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,8.5,37.1,,,8.5,37.1,,,,,,
221,1968.45,SELL,WICK_H4,H4,2023-11-16 12:00:00,1,3.75,2023-11-16 15:45:00,1971.95,35.0,159.0,2.5,,0.5,,,,72.68,True,True,1971.95,0.0,SL,False,,,NO_ENTRY,True,1971.95,0.5,SL,False,,,NO_ENTRY,True,1981.93,3.0,SL,False,,,NO_ENTRY,15.6,159.0,,,4.9,159.0,,,19.3,31.7,,
226,1986.93,SELL,WICK_H4,H4,2023-11-17 08:00:00,2,3.0,2023-11-17 11:00:00,1990.43,35.0,28.1,1.25,4.5,2.0,0.0,4.5,,75.01,True,True,1990.43,0.0,SL,True,1986.93,4.5,SL,True,1990.43,2.0,TP,True,1984.68,5.0,TP,True,1985.0,4.5,TP,False,,,NO_ENTRY,31.7,28.1,84.4,35.3,111.7,12.6,61.9,19.1,65.1,54.6,,
238,1976.11,SELL,WICK_H4,H4,2023-11-20 20:00:00,1,5.0,2023-11-21 01:00:00,1979.61,35.0,145.2,4.75,,,0.0,,,82.14,True,True,1979.61,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,24.4,129.6,,,,,,,,,,
241,1994.17,SELL,WICK_H4,H4,2023-11-21 12:00:00,1,3.5,2023-11-21 15:30:00,1997.67,35.0,25.4,0.0,,0.0,0.0,,,86.46,True,True,1997.67,0.0,SL,False,,,NO_ENTRY,True,1997.67,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,41.5,97.4,,,41.5,97.4,,,,,,
242,2000.21,SELL,WICK_H4,H4,2023-11-21 16:00:00,1,0.5,2023-11-21 16:30:00,2003.71,35.0,37.0,0.5,1.75,1.5,0.0,1.75,,87.55,True,True,2003.71,0.0,SL,True,2000.21,1.75,SL,True,2003.71,1.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2000.21,2.75,SL,60.2,37.0,41.3,34.0,76.3,14.8,,,,,41.3,15.4
255,1994.84,SELL,WICK_H4,H4,2023-11-24 04:00:00,1,11.5,2023-11-24 15:30:00,1998.34,35.0,35.6,0.0,,,0.0,,,61.43,True,True,1998.34,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,21.3,51.0,,,,,,,,,,
258,2003.44,SELL,WICK_H4,H4,2023-11-24 20:00:00,3,55.25,2023-11-27 03:15:00,2006.94,35.0,109.7,0.0,,,,,,67.36,True,True,2006.94,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,12.7,109.7,,,,,,,,,,
271,2017.55,SELL,WICK_H4,H4,2023-11-28 08:00:00,1,7.75,2023-11-28 15:45:00,2021.05,35.0,218.1,3.5,,,0.0,,,65.61,True,True,2021.05,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,31.7,218.1,,,,,,,,,,
274,2042.86,SELL,WICK_H4,H4,2023-11-28 20:00:00,1,6.75,2023-11-29 02:45:00,2046.36,35.0,54.7,0.25,,,,,,77.85,True,True,2046.36,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,35.1,54.7,,,,,,,,,,
279,2042.83,SELL,WICK_H4,H4,2023-11-29 16:00:00,1,1.0,2023-11-29 17:00:00,2046.33,35.0,4.6,0.0,0.0,0.0,0.0,0.0,,79.24,True,True,2046.33,0.0,SL,True,2042.83,0.0,SL,True,2046.33,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2042.83,1.0,SL,73.5,31.3,38.5,66.3,73.5,31.3,,,,,34.2,66.3
291,2038.6,SELL,WICK_H4,H4,2023-12-01 00:00:00,1,2.5,2023-12-01 02:30:00,2042.1,35.0,11.9,0.5,,0.0,,,,76.17,True,True,2042.1,0.0,SL,False,,,NO_ENTRY,True,2042.1,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,35.1,11.9,,,35.1,11.9,,,,,,
293,2043.29,SELL,WICK_H4,H4,2023-12-01 04:00:00,1,7.25,2023-12-01 11:15:00,2046.79,35.0,29.3,0.25,,0.5,,,,75.93,True,True,2046.79,0.0,SL,False,,,NO_ENTRY,True,2046.79,0.5,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,129.9,29.3,,,129.9,16.4,,,,,,
295,2049.72,SELL,WICK_H4,H4,2023-12-01 12:00:00,2,6.0,2023-12-01 18:00:00,2053.22,35.0,219.9,2.5,,,0.0,0.0,,97.44,True,True,2053.22,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,87.9,219.9,,,,,,,,,,
299,2075.21,SELL,WICK_H4,H4,2023-12-02 00:00:00,1,49.25,2023-12-04 01:15:00,2078.71,35.0,659.2,0.25,,,0.0,,,142.88,True,True,2078.71,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,39.7,659.2,,,,,,,,,,
309,2032.17,SELL,WICK_H4,H4,2023-12-05 00:00:00,1,2.25,2023-12-05 02:15:00,2035.67,35.0,53.9,0.25,,1.25,,,,160.26,True,True,2035.67,0.0,SL,False,,,NO_ENTRY,True,2035.67,1.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,23.2,53.9,,,53.8,25.9,,,,,,
318,2022.56,SELL,WICK_H4,H4,2023-12-06 04:00:00,3,4.25,2023-12-06 08:15:00,2026.06,35.0,96.6,1.5,3.5,0.0,3.0,,,133.17,True,True,2026.06,0.0,SL,True,2022.56,3.5,SL,True,2026.06,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,60.0,96.6,25.0,91.8,60.0,96.6,,,,,,
326,2029.87,SELL,WICK_H4,H4,2023-12-07 08:00:00,2,2.5,2023-12-07 10:30:00,2033.37,35.0,64.2,5.25,,0.25,3.0,,,112.63,True,True,2033.37,0.0,SL,False,,,NO_ENTRY,True,2033.37,0.25,SL,False,,,NO_ENTRY,True,2031.4,2.75,SL,False,,,NO_ENTRY,39.6,16.0,,,39.6,16.0,,,63.2,83.9,,
345,1988.94,SELL,WICK_H4,H4,2023-12-12 12:00:00,2,3.5,2023-12-12 15:30:00,1992.44,35.0,41.8,0.0,0.0,0.0,0.0,0.0,,101.6,True,True,1992.44,0.0,SL,True,1988.94,0.0,SL,True,1992.44,0.0,SL,False,,,NO_ENTRY,True,1985.19,0.0,SL,False,,,NO_ENTRY,149.9,41.8,114.9,76.8,149.9,41.8,,,77.4,114.3,,
355,1986.04,SELL,WICK_H4,H4,2023-12-13 20:00:00,1,1.25,2023-12-13 21:15:00,1989.54,35.0,496.2,5.5,,,,,,115.63,True,True,1989.54,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,-122.5,455.7,,,,,,,,,,
363,2039.09,SELL,WICK_H4,H4,2023-12-14 16:00:00,2,0.75,2023-12-14 16:45:00,2042.59,35.0,51.8,0.0,0.75,0.5,0.75,0.75,,115.54,True,True,2042.59,0.0,SL,True,2039.09,0.75,SL,True,2042.59,0.5,SL,False,,,NO_ENTRY,True,2035.93,2.75,SL,True,2039.09,2.25,TP,136.1,51.8,101.1,35.2,136.1,40.4,,,69.5,21.9,101.1,4.0
368,2037.37,SELL,WICK_H4,H4,2023-12-15 08:00:00,1,3.0,2023-12-15 11:00:00,2040.87,35.0,38.9,3.5,4.5,0.5,4.5,4.5,4.5,105.5,True,True,2040.87,0.0,SL,True,2037.37,4.5,SL,True,2040.87,0.5,SL,True,2031.31,5.0,SL,True,2028.47,4.5,SL,False,,,NO_ENTRY,9.8,38.9,105.4,65.7,140.1,38.9,0.6,71.9,16.4,154.7,,
373,2023.34,SELL,WICK_H4,H4,2023-12-18 04:00:00,4,7.25,2023-12-18 11:15:00,2026.84,35.0,3.4,0.0,0.5,0.0,0.0,,,103.14,True,True,2026.84,0.0,SL,True,2023.34,0.5,SL,True,2026.84,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,81.7,3.4,46.7,27.2,81.7,3.4,,,,,,
375,2027.18,SELL,WICK_H4,H4,2023-12-18 12:00:00,1,8.0,2023-12-18 20:00:00,2030.68,35.0,28.8,0.0,0.25,0.0,0.0,0.5,,102.14,True,True,2030.68,0.0,SL,True,2027.18,0.25,SL,True,2030.68,0.0,SL,True,2025.95,8.0,SL,False,,,NO_ENTRY,True,2027.18,0.5,SL,58.6,28.8,23.6,9.6,58.6,28.8,43.6,4.5,,,23.6,6.0
381,2028.31,SELL,WICK_H4,H4,2023-12-19 12:00:00,1,3.25,2023-12-19 15:15:00,2031.81,35.0,6.8,0.0,,0.0,0.25,,,90.62,True,True,2031.81,0.0,SL,False,,,NO_ENTRY,True,2031.81,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,34.4,150.4,,,34.4,150.4,,,,,,
382,2032.49,SELL,WICK_H4,H4,2023-12-19 16:00:00,1,0.75,2023-12-19 16:45:00,2035.99,35.0,108.6,1.75,,,,,,97.04,True,True,2035.99,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,-6.0,108.6,,,,,,,,,,
393,2038.08,SELL,WICK_H4,H4,2023-12-21 08:00:00,2,7.75,2023-12-21 15:45:00,2041.58,35.0,16.2,0.0,,0.0,,,,80.96,True,True,2041.58,0.0,SL,False,,,NO_ENTRY,True,2041.58,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,50.2,43.1,,,50.2,43.1,,,,,,
396,2045.89,SELL,WICK_H4,H4,2023-12-21 20:00:00,1,5.25,2023-12-22 01:15:00,2049.3900000000003,35.0,54.7,0.5,,0.0,1.0,,,82.98,True,True,2049.3900000000003,0.0,SL,False,,,NO_ENTRY,True,2049.3900000000003,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,26.9,54.7,,,26.9,54.7,,,,,,
400,2051.11,SELL,WICK_H4,H4,2023-12-22 08:00:00,1,4.0,2023-12-22 12:00:00,2054.61,35.0,145.3,3.75,,,,,,85.28,True,True,2054.61,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,13.3,148.1,,,,,,,,,,
404,2057.93,SELL,WICK_H4,H4,2023-12-23 00:00:00,2,75.75,2023-12-26 03:45:00,2061.43,35.0,35.6,0.5,,3.75,0.0,,,92.77,True,True,2061.43,0.0,SL,False,,,NO_ENTRY,True,2061.43,3.75,SL,True,2062.63,4.25,SL,True,2061.36,3.75,SL,False,,,NO_ENTRY,26.4,35.6,,,10.2,35.1,22.2,23.1,9.5,35.8,,
408,2061.77,SELL,WICK_H4,H4,2023-12-26 20:00:00,1,2.5,2023-12-26 22:30:00,2065.27,35.0,49.0,16.0,,3.5,14.0,,,85.18,True,True,2065.27,0.0,SL,False,,,NO_ENTRY,True,2065.27,3.5,SL,True,2066.62,5.5,SL,True,2064.6,3.5,SL,False,,,NO_ENTRY,19.2,36.4,,,14.3,24.7,26.7,5.0,7.6,31.4,,
411,2070.17,SELL,WICK_H4,H4,2023-12-27 16:00:00,1,1.25,2023-12-27 17:15:00,2073.67,35.0,106.6,2.75,,,0.0,,,83.24,True,True,2073.67,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2077.25,6.75,SL,True,2076.27,3.25,SL,False,,,NO_ENTRY,21.5,106.6,,,,,5.9,110.6,4.9,55.3,,
414,2084.33,SELL,WICK_H4,H4,2023-12-28 00:00:00,1,4.75,2023-12-28 04:45:00,2087.83,35.0,4.8,0.25,5.25,0.25,0.0,5.25,5.5,81.9,True,True,2087.83,0.0,TP,True,2084.33,5.25,TP,True,2087.83,0.25,TP,True,2076.86,7.25,SL,True,2084.73,3.25,SL,False,,,NO_ENTRY,36.8,4.8,131.5,19.9,36.8,4.8,56.8,22.9,121.5,26.8,,
426,2069.69,SELL,WICK_H4,H4,2024-01-02 04:00:00,1,3.75,2024-01-02 07:45:00,2073.19,35.0,56.3,3.75,,2.0,,,,86.09,True,True,2073.19,0.0,SL,False,,,NO_ENTRY,True,2073.19,2.0,SL,False,,,NO_ENTRY,True,2073.07,2.0,SL,False,,,NO_ENTRY,15.0,56.3,,,50.3,56.3,,,49.1,57.5,,
440,2046.85,SELL,WICK_H4,H4,2024-01-04 08:00:00,1,3.5,2024-01-04 11:30:00,2050.35,35.0,4.5,0.0,,0.0,0.0,,,91.31,True,True,2050.35,0.0,TP,False,,,NO_ENTRY,True,2050.35,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,116.8,4.5,,,116.8,4.5,,,,,,
450,2041.83,SELL,WICK_H4,H4,2024-01-05 16:00:00,1,0.25,2024-01-05 16:15:00,2045.33,35.0,185.6,1.0,3.0,0.25,0.0,0.0,,103.06,True,True,2045.33,0.0,SL,True,2041.83,3.0,SL,True,2045.33,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,58.7,185.6,14.9,84.2,49.9,185.6,,,,,,
456,2033.17,SELL,WICK_H4,H4,2024-01-08 12:00:00,1,6.0,2024-01-08 18:00:00,2036.67,35.0,1.0,0.0,0.5,0.0,0.0,1.0,,108.2,True,True,2036.67,0.0,TP,True,2033.17,0.5,SL,True,2036.67,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2033.17,0.75,SL,106.3,1.0,71.3,10.1,106.3,1.0,,,,,71.8,2.8
