level_id,level_price,direction,source,source_tf,created_at,touch_number,age_at_trigger_hours,trigger_time,trigger_price,penetration_at_trigger_pips,max_additional_penetration_after_trigger_pips,time_to_max_penetration_hours,time_to_first_reclaim_level_hours,time_to_reclaim_trigger_price_hours,time_to_reversal_0_25ATR_hours,time_to_reversal_0_5ATR_hours,time_to_reversal_1ATR_hours,atr_h4_at_trigger_pips,level_replaced_before_horizon,IMMEDIATE_FADE_available,IMMEDIATE_FADE_entry_price,IMMEDIATE_FADE_entry_delay_hours,IMMEDIATE_FADE_outcome,RECLAIM_LEVEL_available,RECLAIM_LEVEL_entry_price,RECLAIM_LEVEL_entry_delay_hours,RECLAIM_LEVEL_outcome,RECLAIM_TRIGGER_available,RECLAIM_TRIGGER_entry_price,RECLAIM_TRIGGER_entry_delay_hours,RECLAIM_TRIGGER_outcome,REACTION_CANDLE_available,REACTION_CANDLE_entry_price,REACTION_CANDLE_entry_delay_hours,REACTION_CANDLE_outcome,MICRO_STRUCTURE_SHIFT_available,MICRO_STRUCTURE_SHIFT_entry_price,MICRO_STRUCTURE_SHIFT_entry_delay_hours,MICRO_STRUCTURE_SHIFT_outcome,LIMIT_RETEST_available,LIMIT_RETEST_entry_price,LIMIT_RETEST_entry_delay_hours,LIMIT_RETEST_outcome,IMMEDIATE_FADE_MFE_4h,IMMEDIATE_FADE_MAE_4h,RECLAIM_LEVEL_MFE_4h,RECLAIM_LEVEL_MAE_4h,RECLAIM_TRIGGER_MFE_4h,RECLAIM_TRIGGER_MAE_4h,REACTION_CANDLE_MFE_4h,REACTION_CANDLE_MAE_4h,MICRO_STRUCTURE_SHIFT_MFE_4h,MICRO_STRUCTURE_SHIFT_MAE_4h,LIMIT_RETEST_MFE_4h,LIMIT_RETEST_MAE_4h
2654,2865.06,SELL,WICK_H4,H4,2025-02-08 00:00:00,1,49.5,2025-02-10 01:30:00,2868.56,35.0,78.6,1.5,,0.25,,,,154.67,True,True,2868.56,0.0,SL,False,,,NO_ENTRY,True,2868.56,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,29.1,78.6,,,29.1,78.6,,,,,,
2655,2876.42,SELL,WICK_H4,H4,2025-02-10 04:00:00,1,4.0,2025-02-10 08:00:00,2879.92,35.0,309.5,7.25,,,,,,156.47,True,True,2879.92,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2900.96,8.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,10.8,262.1,,,,,47.6,108.2,,,,
2659,2911.78,SELL,WICK_H4,H4,2025-02-10 20:00:00,1,5.5,2025-02-11 01:30:00,2915.28,35.0,206.6,2.25,,,0.0,,,158.85,True,True,2915.28,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,101.5,271.8,,,,,,,,,,
2662,2935.94,SELL,WICK_H4,H4,2025-02-11 04:00:00,1,0.25,2025-02-11 04:15:00,2939.44,35.0,30.2,0.0,0.25,0.25,0.25,0.25,0.25,174.17,True,True,2939.44,0.0,SL,True,2935.94,0.25,SL,True,2939.44,0.25,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,343.1,30.2,308.1,53.9,343.1,18.9,,,,,,
2677,2889.9,SELL,WICK_H4,H4,2025-02-12 16:00:00,1,0.25,2025-02-12 16:15:00,2893.4,35.0,156.1,2.75,0.75,0.25,0.75,,,185.32,True,True,2893.4,0.0,SL,True,2889.9,0.75,SL,True,2893.4,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,66.0,156.1,31.0,191.1,66.0,156.1,,,,,,
2682,2908.93,SELL,WICK_H4,H4,2025-02-13 04:00:00,1,1.25,2025-02-13 05:15:00,2912.43,35.0,101.8,2.0,,,,,,173.2,True,True,2912.43,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,40.3,101.8,,,,,,,,,,
2689,2920.87,SELL,WICK_H4,H4,2025-02-13 20:00:00,1,1.0,2025-02-13 21:00:00,2924.37,35.0,93.4,6.25,,,,,,165.1,True,True,2924.37,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,5.5,78.4,,,,,,,,,,
2692,2933.71,SELL,WICK_H4,H4,2025-02-14 04:00:00,1,6.25,2025-02-14 10:15:00,2937.21,35.0,14.1,1.25,,0.0,0.5,,,148.79,True,True,2937.21,0.0,SL,False,,,NO_ENTRY,True,2937.21,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,80.4,26.5,,,80.4,26.5,,,,,,
2706,2900.21,SELL,WICK_H4,H4,2025-02-18 04:00:00,1,0.75,2025-02-18 04:45:00,2903.71,35.0,118.0,2.75,,0.0,,,,145.82,True,True,2903.71,0.0,SL,False,,,NO_ENTRY,True,2903.71,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,17.3,118.0,,,17.3,118.0,,,,,,
2709,2915.25,SELL,WICK_H4,H4,2025-02-18 12:00:00,1,3.5,2025-02-18 15:30:00,2918.75,35.0,25.0,0.25,,0.25,,,,140.65,True,True,2918.75,0.0,SL,False,,,NO_ENTRY,True,2918.75,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,28.5,148.4,,,11.6,148.4,,,,,,
2711,2921.25,SELL,WICK_H4,H4,2025-02-18 16:00:00,1,0.5,2025-02-18 16:30:00,2924.75,35.0,88.4,2.25,,0.0,,,,141.95,True,True,2924.75,0.0,SL,False,,,NO_ENTRY,True,2924.75,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,25.1,88.4,,,25.1,88.4,,,,,,
2714,2936.89,SELL,WICK_H4,H4,2025-02-19 00:00:00,2,11.25,2025-02-19 11:15:00,2940.39,35.0,64.5,0.75,2.5,2.5,2.5,2.75,,139.3,True,True,2940.39,0.0,SL,True,2936.89,2.5,SL,True,2940.39,2.5,TP,True,2936.14,4.75,SL,True,2941.13,2.25,TP,True,2936.89,3.25,SL,92.3,64.5,114.5,47.8,149.5,12.8,156.0,44.0,110.1,34.0,140.1,46.2
2723,2937.43,SELL,WICK_H4,H4,2025-02-20 00:00:00,1,2.5,2025-02-20 02:30:00,2940.93,35.0,13.7,0.75,0.75,0.0,0.75,,,143.76,True,True,2940.93,0.0,SL,True,2937.43,0.75,SL,True,2940.93,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2937.43,1.0,SL,70.9,29.8,35.9,74.9,70.9,29.8,,,,,35.9,78.0
2725,2942.3,SELL,WICK_H4,H4,2025-02-20 04:00:00,2,3.75,2025-02-20 07:45:00,2945.8,35.0,90.0,3.25,,0.25,,,,142.68,True,True,2945.8,0.0,SL,False,,,NO_ENTRY,True,2945.8,0.25,SL,False,,,NO_ENTRY,True,2950.59,3.75,SL,False,,,NO_ENTRY,20.5,90.0,,,20.2,90.0,,,119.5,40.7,,
2732,2942.31,SELL,WICK_H4,H4,2025-02-21 00:00:00,2,3.25,2025-02-21 03:15:00,2945.81,35.0,37.8,0.0,0.25,0.0,0.25,0.25,0.5,152.78,True,True,2945.81,0.0,SL,True,2942.31,0.25,SL,True,2945.81,0.0,SL,False,,,NO_ENTRY,True,2936.36,0.25,TP,False,,,NO_ENTRY,206.3,37.8,182.2,34.4,206.3,37.8,,,122.7,93.9,,
2740,2935.96,SELL,WICK_H4,H4,2025-02-21 16:00:00,2,3.25,2025-02-21 19:15:00,2939.46,35.0,21.5,0.5,,0.0,,,,153.6,True,True,2939.46,0.0,SL,False,,,NO_ENTRY,True,2939.46,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,75.0,32.7,,,75.0,32.7,,,,,,
2746,2940.25,SELL,WICK_H4,H4,2025-02-24 04:00:00,1,1.25,2025-02-24 05:15:00,2943.75,35.0,8.6,0.25,1.25,0.0,0.5,2.5,,156.35,True,True,2943.75,0.0,SL,True,2940.25,1.25,SL,True,2943.75,0.0,SL,False,,,NO_ENTRY,True,2936.22,2.5,SL,True,2940.25,2.5,SL,85.5,8.6,50.5,46.0,85.5,8.6,,,10.2,124.7,50.5,84.4
2748,2944.61,SELL,WICK_H4,H4,2025-02-24 08:00:00,2,3.0,2025-02-24 11:00:00,2948.11,35.0,0.4,0.0,0.75,0.0,0.25,,,154.82,True,True,2948.11,0.0,TP,True,2944.61,0.75,SL,True,2948.11,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,133.0,29.0,98.0,98.3,133.0,29.0,,,,,,
2750,2948.69,SELL,WICK_H4,H4,2025-02-24 12:00:00,2,3.5,2025-02-24 15:30:00,2952.19,35.0,38.8,0.5,0.75,0.0,0.75,0.75,1.0,157.78,True,True,2952.19,0.0,SL,True,2948.69,0.75,TP,True,2952.19,0.0,SL,True,2943.23,4.5,SL,True,2942.45,0.75,TP,False,,,NO_ENTRY,215.1,38.8,180.1,20.2,215.1,38.8,5.2,103.1,117.7,82.6,,
2763,2917.24,SELL,WICK_H4,H4,2025-02-26 00:00:00,1,2.0,2025-02-26 02:00:00,2920.74,35.0,93.1,1.25,,1.75,1.75,,,179.18,True,True,2920.74,0.0,SL,False,,,NO_ENTRY,True,2920.74,1.75,SL,False,,,NO_ENTRY,True,2917.52,1.75,SL,False,,,NO_ENTRY,60.1,93.1,,,83.1,46.1,,,50.9,78.3,,
2793,2853.8,SELL,WICK_H4,H4,2025-02-28 20:00:00,2,3.25,2025-02-28 23:15:00,2857.3,35.0,195.2,49.75,,0.0,,,,176.41,True,True,2857.3,0.0,SL,False,,,NO_ENTRY,True,2857.3,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,26.6,195.2,,,26.6,195.2,,,,,,
2798,2871.38,SELL,WICK_H4,H4,2025-03-03 12:00:00,1,1.0,2025-03-03 13:00:00,2874.88,35.0,26.5,1.5,2.25,0.0,2.0,,,167.18,True,True,2874.88,0.0,SL,True,2871.38,2.25,SL,True,2874.88,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,60.2,80.2,21.4,217.4,60.2,80.2,,,,,,
2800,2877.53,SELL,WICK_H4,H4,2025-03-03 16:00:00,1,1.0,2025-03-03 17:00:00,2881.03,35.0,120.9,1.75,,0.0,0.0,,,170.9,True,True,2881.03,0.0,SL,False,,,NO_ENTRY,True,2881.03,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,73.5,120.9,,,73.5,120.9,,,,,,
2805,2894.26,SELL,WICK_H4,H4,2025-03-04 08:00:00,1,1.5,2025-03-04 09:30:00,2897.76,35.0,234.0,2.0,,,,,,176.72,True,True,2897.76,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,16.3,234.0,,,,,,,,,,
2807,2921.16,SELL,WICK_H4,H4,2025-03-04 12:00:00,2,2.75,2025-03-04 14:45:00,2924.66,35.0,30.8,0.25,,0.5,0.75,,,175.35,True,True,2924.66,0.0,SL,False,,,NO_ENTRY,True,2924.66,0.5,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,247.0,30.8,,,247.0,23.2,,,,,,
2816,2922.48,SELL,WICK_H4,H4,2025-03-05 12:00:00,2,6.25,2025-03-05 18:15:00,2925.98,35.0,38.1,0.25,0.75,0.5,0.75,1.25,,183.81,True,True,2925.98,0.0,SL,True,2922.48,0.75,SL,True,2925.98,0.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,146.5,38.1,111.5,26.1,146.5,30.2,,,,,,
2828,2909.43,SELL,WICK_H4,H4,2025-03-06 16:00:00,1,0.5,2025-03-06 16:30:00,2912.93,35.0,97.2,0.5,,0.0,,,,180.51,True,True,2912.93,0.0,SL,False,,,NO_ENTRY,True,2912.93,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,43.4,97.2,,,43.4,97.2,,,,,,
2835,2912.4,SELL,WICK_H4,H4,2025-03-07 08:00:00,1,1.75,2025-03-07 09:45:00,2915.9,35.0,103.5,5.75,5.5,5.5,5.5,,,170.1,True,True,2915.9,0.0,SL,True,2912.4,5.5,SL,True,2915.9,5.5,SL,True,2913.6,6.25,SL,True,2911.95,5.5,SL,False,,,NO_ENTRY,11.4,70.0,86.7,178.4,121.7,143.4,98.7,166.4,82.2,182.9,,
2838,2926.25,SELL,WICK_H4,H4,2025-03-07 16:00:00,1,1.0,2025-03-07 17:00:00,2929.75,35.0,4.9,0.0,0.25,0.0,0.25,0.5,0.75,176.34,True,True,2929.75,0.0,TP,True,2926.25,0.25,TP,True,2929.75,0.0,TP,False,,,NO_ENTRY,True,2907.33,2.5,SL,True,2926.25,0.5,TP,278.0,4.9,243.0,24.0,278.0,4.9,,,53.8,43.8,243.0,-0.6
2852,2890.81,SELL,WICK_H4,H4,2025-03-11 00:00:00,1,4.25,2025-03-11 04:15:00,2894.31,35.0,60.4,0.5,,,,,,156.92,True,True,2894.31,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,16.8,60.4,,,,,,,,,,
2855,2900.35,SELL,WICK_H4,H4,2025-03-11 08:00:00,1,2.0,2025-03-11 10:00:00,2903.85,35.0,183.3,5.75,,,,,,159.31,True,True,2903.85,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2907.73,5.0,SL,False,,,NO_ENTRY,34.8,115.1,,,,,,,10.2,144.5,,
2864,2919.94,SELL,WICK_H4,H4,2025-03-12 08:00:00,2,3.0,2025-03-12 11:00:00,2923.44,35.0,17.9,0.0,0.0,0.0,0.0,0.5,,140.59,True,True,2923.44,0.0,TP,True,2919.94,0.0,SL,True,2923.44,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2919.94,0.5,SL,114.9,17.9,79.9,52.9,114.9,17.9,,,,,139.7,31.3
2868,2923.07,SELL,WICK_H4,H4,2025-03-12 16:00:00,1,1.25,2025-03-12 17:15:00,2926.57,35.0,138.3,2.5,,0.0,,,,151.26,True,True,2926.57,0.0,SL,False,,,NO_ENTRY,True,2926.57,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,36.3,138.3,,,36.3,138.3,,,,,,
2872,2941.33,SELL,WICK_H4,H4,2025-03-13 04:00:00,1,0.75,2025-03-13 04:45:00,2944.83,35.0,21.9,1.0,2.5,0.0,0.0,,,138.07,True,True,2944.83,0.0,TP,True,2941.33,2.5,SL,True,2944.83,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,2941.33,2.75,SL,95.8,21.9,85.0,62.6,95.8,21.9,,,,,85.0,66.1
2873,2947.02,SELL,WICK_H4,H4,2025-03-13 08:00:00,4,7.75,2025-03-13 15:45:00,2950.52,35.0,17.6,0.0,,0.0,,,,139.11,True,True,2950.52,0.0,SL,False,,,NO_ENTRY,True,2950.52,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,29.1,346.0,,,29.1,346.0,,,,,,
2875,2952.28,SELL,WICK_H4,H4,2025-03-13 16:00:00,1,0.5,2025-03-13 16:30:00,2955.78,35.0,293.4,2.0,,,,,,154.41,True,True,2955.78,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,33.7,293.4,,,,,,,,,,
2877,2985.12,SELL,WICK_H4,H4,2025-03-13 20:00:00,2,2.75,2025-03-13 22:45:00,2988.62,35.0,13.8,4.25,1.25,0.0,1.25,,,150.65,True,True,2988.62,0.0,SL,True,2985.12,1.25,SL,True,2988.62,0.0,SL,True,2987.81,5.25,SL,True,2984.13,4.5,SL,False,,,NO_ENTRY,70.1,13.8,35.1,48.8,70.1,13.8,60.8,59.6,25.2,96.4,,
2878,2990.0,SELL,WICK_H4,H4,2025-03-14 04:00:00,1,2.0,2025-03-14 06:00:00,2993.5,35.0,2.7,0.0,0.5,0.0,0.5,0.75,,144.06,True,True,2993.5,0.0,TP,True,2990.0,0.5,SL,True,2993.5,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,127.4,2.7,92.4,29.0,127.4,2.7,,,,,,
2880,2993.77,SELL,WICK_H4,H4,2025-03-14 08:00:00,1,3.5,2025-03-14 11:30:00,2997.27,35.0,75.3,0.75,1.0,1.0,1.0,1.0,,147.06,True,True,2997.27,0.0,SL,True,2993.77,1.0,SL,True,2997.27,1.0,SL,True,2984.48,4.5,SL,True,2992.96,3.5,SL,False,,,NO_ENTRY,141.7,75.3,118.5,89.7,153.5,54.7,61.4,87.3,146.2,30.7,,
2887,2988.61,SELL,WICK_H4,H4,2025-03-15 00:00:00,1,49.25,2025-03-17 01:15:00,2992.11,35.0,19.1,0.25,0.75,0.25,0.75,,,143.51,True,True,2992.11,0.0,SL,True,2988.61,0.75,SL,True,2992.11,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,61.9,19.1,35.0,44.1,70.0,19.1,,,,,,
2889,2994.02,SELL,WICK_H4,H4,2025-03-17 04:00:00,1,8.5,2025-03-17 12:30:00,2997.52,35.0,35.5,0.75,1.5,0.0,1.5,1.5,,141.78,True,True,2997.52,0.0,SL,True,2994.02,1.5,SL,True,2997.52,0.0,SL,False,,,NO_ENTRY,True,2990.49,1.5,SL,True,2994.02,1.75,SL,128.6,35.5,93.6,64.3,128.6,35.5,,,58.3,99.6,93.6,64.3
2894,3000.45,SELL,WICK_H4,H4,2025-03-17 20:00:00,1,7.25,2025-03-18 03:15:00,3003.95,35.0,44.5,0.5,,,0.0,,,131.69,True,True,3003.95,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,34.6,131.2,,,,,,,,,,
2895,3008.4,SELL,WICK_H4,H4,2025-03-18 04:00:00,1,1.0,2025-03-18 05:00:00,3011.9,35.0,51.7,1.75,2.25,0.5,2.25,,,132.56,True,True,3011.9,0.0,SL,True,3008.4,2.25,SL,True,3011.9,0.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,59.2,66.2,24.2,199.8,59.2,69.2,,,,,,
2897,3017.07,SELL,WICK_H4,H4,2025-03-18 08:00:00,2,2.25,2025-03-18 10:15:00,3020.57,35.0,78.1,0.75,,1.5,,,,135.92,True,True,3020.57,0.0,SL,False,,,NO_ENTRY,True,3020.57,1.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,25.2,106.9,,,25.2,175.5,,,,,,
2899,3028.38,SELL,WICK_H4,H4,2025-03-18 12:00:00,2,2.5,2025-03-18 14:30:00,3031.88,35.0,62.4,1.0,1.0,1.0,0.0,,,139.47,True,True,3031.88,0.0,SL,True,3028.38,1.0,SL,True,3031.88,1.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,73.6,62.4,38.6,97.4,73.6,62.4,,,,,,
2904,3037.91,SELL,WICK_H4,H4,2025-03-19 00:00:00,2,7.5,2025-03-19 07:30:00,3041.41,35.0,38.2,0.25,0.75,0.0,0.0,0.75,3.0,131.02,True,True,3041.41,0.0,SL,True,3037.91,0.75,SL,True,3041.41,0.0,SL,True,3030.37,4.5,SL,True,3032.45,2.5,SL,True,3037.91,5.0,SL,189.2,38.2,154.2,60.9,189.2,38.2,34.5,105.7,99.6,74.1,120.9,30.3
2909,3038.27,SELL,WICK_H4,H4,2025-03-19 20:00:00,1,0.5,2025-03-19 20:30:00,3041.77,35.0,100.3,0.5,,,0.0,,,142.7,True,True,3041.77,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,43.2,100.3,,,,,,,,,,
2911,3051.8,SELL,WICK_H4,H4,2025-03-20 00:00:00,1,2.25,2025-03-20 02:15:00,3055.3,35.0,8.2,1.0,1.5,0.0,0.0,,,139.0,True,True,3055.3,0.0,TP,True,3051.8,1.5,SL,True,3055.3,0.0,TP,False,,,NO_ENTRY,True,3049.47,1.5,SL,False,,,NO_ENTRY,103.4,8.2,69.8,55.3,103.4,8.2,,,46.5,78.6,,
2926,3018.09,SELL,WICK_H4,H4,2025-03-21 20:00:00,1,1.25,2025-03-21 21:15:00,3021.59,35.0,46.0,52.0,,0.0,53.5,,,144.07,True,True,3021.59,0.0,SL,False,,,NO_ENTRY,True,3021.59,0.0,SL,True,3020.88,54.75,SL,True,3021.26,53.25,SL,False,,,NO_ENTRY,21.4,46.0,,,21.4,46.0,72.0,33.8,75.8,41.7,,
2930,3024.26,SELL,WICK_H4,H4,2025-03-24 08:00:00,1,1.25,2025-03-24 09:15:00,3027.76,35.0,31.3,1.75,0.25,0.0,0.25,0.5,,137.86,True,True,3027.76,0.0,SL,True,3024.26,0.25,SL,True,3027.76,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,69.4,53.8,34.4,88.8,69.4,53.8,,,,,,
2938,3014.77,SELL,WICK_H4,H4,2025-03-25 04:00:00,1,3.0,2025-03-25 07:00:00,3018.27,35.0,26.0,0.25,,0.75,0.0,,,134.11,True,True,3018.27,0.0,SL,False,,,NO_ENTRY,True,3018.27,0.75,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,78.4,35.2,,,78.4,51.7,,,,,,
2940,3020.87,SELL,WICK_H4,H4,2025-03-25 08:00:00,1,4.0,2025-03-25 12:00:00,3024.37,35.0,61.7,3.5,1.75,0.0,0.5,2.0,,136.04,True,True,3024.37,0.0,TP,True,3020.87,1.75,SL,True,3024.37,0.0,TP,False,,,NO_ENTRY,True,3017.91,2.0,SL,False,,,NO_ENTRY,103.1,115.5,68.1,150.5,103.1,115.5,,,38.5,180.1,,
2949,3026.82,SELL,WICK_H4,H4,2025-03-26 08:00:00,1,1.75,2025-03-26 09:45:00,3030.32,35.0,16.5,0.25,0.75,0.25,0.5,1.0,,131.46,True,True,3030.32,0.0,TP,True,3026.82,0.75,TP,True,3030.32,0.25,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,3026.82,1.0,TP,135.0,16.5,100.0,34.5,135.0,16.5,,,,,100.0,34.5
2955,3021.65,SELL,WICK_H4,H4,2025-03-27 00:00:00,1,2.75,2025-03-27 02:45:00,3025.15,35.0,31.2,0.5,,0.75,,,,123.51,True,True,3025.15,0.0,SL,False,,,NO_ENTRY,True,3025.15,0.75,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,22.9,133.0,,,22.9,133.0,,,,,,
2957,3028.27,SELL,WICK_H4,H4,2025-03-27 04:00:00,1,0.75,2025-03-27 04:45:00,3031.77,35.0,66.8,1.75,,0.0,,,,125.62,True,True,3031.77,0.0,SL,False,,,NO_ENTRY,True,3031.77,0.0,SL,False,,,NO_ENTRY,True,3029.66,3.0,SL,False,,,NO_ENTRY,52.4,66.8,,,52.4,66.8,,,31.3,112.4,,
2958,3038.45,SELL,WICK_H4,H4,2025-03-27 08:00:00,1,4.0,2025-03-27 12:00:00,3041.95,35.0,138.7,2.0,3.5,3.5,3.25,3.5,,133.89,True,True,3041.95,0.0,SL,True,3038.45,3.5,SL,True,3041.95,3.5,SL,False,,,NO_ENTRY,True,3045.96,3.0,TP,False,,,NO_ENTRY,86.0,138.7,51.0,210.9,86.0,175.9,,,126.1,135.8,,
2960,3055.82,SELL,WICK_H4,H4,2025-03-27 16:00:00,1,0.75,2025-03-27 16:45:00,3059.32,35.0,2.2,0.0,0.5,0.0,0.0,1.0,,137.87,True,True,3059.32,0.0,TP,True,3055.82,0.5,SL,True,3059.32,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,115.8,2.2,80.8,32.6,115.8,2.2,,,,,,
2962,3059.54,SELL,WICK_H4,H4,2025-03-27 20:00:00,1,6.25,2025-03-28 02:15:00,3063.04,35.0,188.8,5.5,,0.0,0.0,,,136.53,True,True,3063.04,0.0,SL,False,,,NO_ENTRY,True,3063.04,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,50.3,143.9,,,50.3,143.9,,,,,,
2964,3081.92,SELL,WICK_H4,H4,2025-03-28 08:00:00,2,1.0,2025-03-28 09:00:00,3085.42,35.0,4.1,0.0,0.75,0.0,0.5,0.75,1.25,140.18,True,True,3085.42,0.0,TP,True,3081.92,0.75,TP,True,3085.42,0.0,TP,False,,,NO_ENTRY,True,3066.01,1.25,SL,False,,,NO_ENTRY,195.9,4.1,160.9,5.5,195.9,4.1,,,1.8,137.8,,
2969,3086.7,SELL,WICK_H4,H4,2025-03-28 20:00:00,1,53.25,2025-03-31 01:15:00,3090.2,35.0,12.4,0.0,2.0,0.0,1.75,2.0,,148.3,True,True,3090.2,0.0,TP,True,3086.7,2.0,SL,True,3090.2,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,134.9,163.9,99.9,248.7,134.9,163.9,,,,,,
2972,3097.5,SELL,WICK_H4,H4,2025-03-31 04:00:00,1,1.25,2025-03-31 05:15:00,3101.0,35.0,147.8,2.5,,0.0,0.0,,,165.62,True,True,3101.0,0.0,SL,False,,,NO_ENTRY,True,3101.0,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,48.9,267.2,,,48.9,267.2,,,,,,
2974,3115.78,SELL,WICK_H4,H4,2025-03-31 08:00:00,1,1.0,2025-03-31 09:00:00,3119.28,35.0,84.4,0.0,0.5,0.5,0.0,,,168.26,True,True,3119.28,0.0,SL,True,3115.78,0.5,SL,True,3119.28,0.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,75.6,84.4,40.6,112.6,75.6,77.6,,,,,,
2980,3127.11,SELL,WICK_H4,H4,2025-03-31 20:00:00,1,8.0,2025-04-01 04:00:00,3130.61,35.0,171.6,3.0,,,0.0,,,165.66,True,True,3130.61,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,41.8,171.6,,,,,,,,,,
2991,3120.56,SELL,WICK_H4,H4,2025-04-02 00:00:00,1,4.0,2025-04-02 04:00:00,3124.06,35.0,115.5,1.0,3.5,3.25,3.5,,,179.56,True,True,3124.06,0.0,SL,True,3120.56,3.5,SL,True,3124.06,3.25,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,3120.56,3.75,TP,99.4,115.5,108.9,130.0,143.9,61.2,,,,,108.9,130.8
2999,3142.83,SELL,WICK_H4,H4,2025-04-03 00:00:00,1,1.25,2025-04-03 01:15:00,3146.33,35.0,213.7,1.5,0.0,0.0,0.0,0.0,,216.93,True,True,3146.33,0.0,TP,True,3142.83,0.0,SL,True,3146.33,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,147.5,213.7,112.5,248.7,147.5,213.7,,,,,,
