sweep_id,side,available,entry_time,entry_delay_sec,fill,slippage_vs_trigger_pips,sl,tp,outcome,pnl_pips,mae,mfe,reason,data_gap_suspect,gap_before_entry_sec
1,LOW,True,2026-06-01T04:49:20,3860.0,4511.07,0.0,4508.57,4521.07,SL,-25.0,25.94999999999345,0.0,,False,1.0
2,LOW,True,2026-06-01T07:22:27,2247.0,4504.91,0.0,4502.41,4514.91,SL,-25.0,25.14999999999418,25.850000000000364,,False,1.0
3,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
4,HIGH,True,2026-06-02T04:30:30,930.0,4504.49,0.0,4506.99,4494.49,SL,-25.0,25.349999999998545,6.049999999995634,,False,1.0
5,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
6,LOW,True,2026-06-03T06:45:41,2741.0,4457.42,0.0,4454.92,4467.42,TP,100.0,23.950000000004366,101.44999999999527,,False,1.0
7,LOW,True,2026-06-03T22:16:12,30672.0,4427.26,0.0,4424.76,4437.26,SL,-25.0,29.459999999999127,6.350000000002183,,False,1.0
8,HIGH,True,2026-06-04T01:09:24,4164.0,4457.19,0.0,4459.69,4447.19,SL,-25.0,25.150000000003274,0.0,,False,1.0
9,HIGH,True,2026-06-04T04:23:25,5005.0,4474.57,0.0,4477.07,4464.57,SL,-25.0,29.149999999999636,7.550000000001091,,False,1.0
10,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
11,LOW,True,2026-06-05T03:00:00,4500.0,4446.43,0.0,4443.93,4456.43,SL,-25.0,60.750000000007276,0.0,,True,36002.0
12,LOW,True,2026-06-05T14:00:00,3600.0,4406.87,0.0,4404.37,4416.87,SL,-25.0,414.3499999999949,0.0,,True,3601.0
13,LOW,True,2026-06-05T19:00:47,947.0,4318.4,0.0,4315.9,4328.4,SL,-25.0,26.749999999992724,39.05000000000655,,False,1.0
14,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
15,LOW,True,2026-06-08T05:14:59,7199.0,4305.17,0.0,4302.67,4315.17,SL,-25.0,26.649999999999636,88.05000000000291,,False,1.0
16,LOW,True,2026-06-08T08:24:58,9598.0,4288.41,0.0,4285.91,4298.41,SL,-25.0,28.75,16.649999999999636,,False,1.0
17,HIGH,True,2026-06-08T11:45:35,935.0,4325.11,0.0,4327.61,4315.11,SL,-25.0,25.61999999999898,33.44999999999345,,False,1.0
18,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
19,HIGH,True,2026-06-09T06:02:05,1025.0,4348.38,0.0,4350.88,4338.38,TP,100.0,10.150000000003274,103.45000000000255,,False,1.0
20,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
21,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
22,LOW,True,2026-06-10T02:03:55,1135.0,4187.53,0.0,4185.03,4197.53,SL,-25.0,25.249999999996362,5.850000000000364,,False,1.0
23,LOW,True,2026-06-10T08:31:22,982.0,4166.99,0.0,4164.49,4176.99,TP,100.0,7.849999999998545,101.95000000000618,,False,1.0
24,LOW,True,2026-06-10T12:50:52,3952.0,4154.64,0.0,4152.14,4164.64,SL,-25.0,26.05000000000473,10.450000000000728,,False,1.0
25,LOW,True,2026-06-10T15:33:42,2022.0,4125.52,0.0,4123.02,4135.52,SL,-25.0,25.750000000007276,51.14999999999782,,False,1.0
26,LOW,True,2026-06-10T18:50:06,3906.0,4102.72,0.0,4100.22,4112.72,SL,-25.0,25.150000000003274,0.0,,False,1.0
27,LOW,True,2026-06-10T22:53:30,2310.0,4056.9,0.0,4054.4,4066.9,SL,-25.0,25.25000000000091,4.7499999999990905,,False,1.0
28,HIGH,True,2026-06-11T07:00:00,20700.0,4086.53,0.0,4089.03,4076.53,SL,-25.0,85.04999999999654,0.0,,True,7201.0
29,HIGH,True,2026-06-11T17:30:00,4500.0,4102.46,0.0,4104.96,4092.46,SL,-25.0,26.44999999999527,5.249999999996362,,False,1.0
30,HIGH,True,2026-06-11T18:45:22,3622.0,4166.31,0.0,4168.81,4156.31,SL,-25.0,28.24999999999818,20.05000000000109,,False,1.0
31,HIGH,True,2026-06-11T23:15:41,1841.0,4225.61,0.0,4228.11,4215.61,TP,100.0,14.250000000001819,100.85000000000036,,False,1.0
32,LOW,True,2026-06-12T02:27:21,4341.0,4187.52,0.0,4185.02,4197.52,SL,-25.0,25.950000000002547,31.44999999999527,,False,1.0
33,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
34,LOW,False,,,,,,,,,,,no_retest_before_replacement,,
35,HIGH,True,2026-06-14T23:30:36,2736.0,4285.06,0.0,4287.56,4275.06,SL,-25.0,27.049999999999272,30.150000000003274,,False,2.0
36,HIGH,True,2026-06-15T02:00:53,953.0,4317.58,0.0,4320.08,4307.58,SL,-25.0,27.349999999996726,0.0,,False,1.0
37,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
38,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
39,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
40,HIGH,True,2026-06-16T04:00:24,924.0,4331.65,0.0,4334.15,4321.65,TP,100.0,9.149999999999636,100.649999999996,,False,1.0
41,HIGH,True,2026-06-16T16:08:03,27483.0,4340.99,0.0,4343.49,4330.99,SL,-25.0,26.25,0.14999999999417923,,False,1.0
42,LOW,True,2026-06-17T08:16:39,63999.0,4320.02,0.0,4317.52,4330.02,SL,-25.0,30.55000000000291,47.94999999999163,,False,1.0
43,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
44,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
45,LOW,True,2026-06-17T19:00:20,2720.0,4284.79,0.0,4282.29,4294.79,SL,-25.0,28.05000000000291,0.0,,False,1.0
46,HIGH,True,2026-06-18T01:43:38,1718.0,4322.85,0.0,4325.35,4312.85,SL,-25.0,25.549999999993815,0.0,,False,1.0
47,LOW,True,2026-06-18T07:33:25,4705.0,4299.31,0.0,4296.81,4309.31,SL,-25.0,28.55000000000473,0.0,,False,1.0
48,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
49,LOW,True,2026-06-18T22:03:12,10092.0,4207.83,0.0,4205.33,4217.83,SL,-25.0,25.249999999996362,0.0,,False,1.0
50,LOW,True,2026-06-18T23:34:38,1178.0,4196.27,0.0,4193.77,4206.27,SL,-25.0,25.750000000007276,17.349999999996726,,False,1.0
51,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
52,HIGH,True,2026-06-22T01:45:00,2700.0,4200.83,0.0,4203.33,4190.83,TP,100.0,14.149999999999636,102.55000000000109,,False,1.0
53,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
54,LOW,True,2026-06-23T02:06:05,1265.0,4154.51,0.0,4152.01,4164.51,SL,-25.0,26.019999999998618,3.5499999999956344,,False,1.0
55,LOW,True,2026-06-23T08:46:21,3681.0,4105.3,0.0,4102.8,4115.3,SL,-25.0,25.05000000000109,0.0,,False,1.0
56,HIGH,True,2026-06-23T15:40:00,5100.0,4137.52,0.0,4140.02,4127.52,SL,-25.0,26.219999999993888,3.3800000000064756,,False,1.0
57,LOW,True,2026-06-24T00:24:35,1475.0,4099.58,0.0,4097.08,4109.58,SL,-25.0,25.74999999999818,0.0,,False,1.0
58,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
59,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
60,LOW,False,,,,,,,,,,,no_retest_before_replacement,,
61,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
62,HIGH,True,2026-06-25T15:22:25,7645.0,4030.72,0.0,4033.22,4020.72,SL,-25.0,27.450000000003456,2.0499999999992724,,False,1.0
63,LOW,True,2026-06-26T00:26:46,1606.0,4014.84,0.0,4012.34,4024.84,SL,-25.0,25.150000000003274,0.0,,False,1.0
64,LOW,False,,,,,,,,,,,no_retest_before_replacement,,
65,HIGH,True,2026-06-26T09:08:06,5886.0,4037.7,0.0,4040.2,4027.7,SL,-25.0,25.450000000000728,0.0,,False,1.0
66,HIGH,True,2026-06-26T09:46:08,968.0,4048.05,0.0,4050.55,4038.05,SL,-25.0,25.049999999996544,22.150000000001455,,False,1.0
67,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
68,LOW,True,2026-06-29T00:05:41,2141.0,4057.43,0.0,4054.93,4067.43,SL,-25.0,28.949999999999818,0.0,,False,1.0
69,LOW,True,2026-06-29T11:23:06,4986.0,4031.89,0.0,4029.39,4041.89,SL,-25.0,25.450000000000728,2.5500000000010914,,False,1.0
70,LOW,True,2026-06-29T19:13:18,17898.0,4008.97,0.0,4006.47,4018.97,SL,-25.0,26.94999999999709,8.75,,False,1.0
71,LOW,True,2026-06-30T02:11:00,3360.0,3958.43,0.0,3955.93,3968.43,SL,-25.0,30.349999999998545,0.0,,False,1.0
72,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
73,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
74,LOW,True,2026-07-01T01:31:13,973.0,3984.92,0.0,3982.42,3994.92,SL,-25.0,25.349999999998545,3.1500000000005457,,False,1.0
75,LOW,True,2026-07-01T07:33:05,1085.0,3961.88,0.0,3959.38,3971.88,TP,100.0,13.150000000000546,101.25,,False,1.0
76,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
77,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
78,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
79,HIGH,True,2026-07-03T07:05:32,21032.0,4176.01,0.0,4178.51,4166.01,SL,-25.0,25.649999999995998,0.0,,False,1.0
80,HIGH,True,2026-07-06T00:38:04,2284.0,4182.96,0.0,4185.46,4172.96,SL,-25.0,26.25,3.5500000000047294,,False,1.0
81,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
82,LOW,True,2026-07-06T06:00:00,2700.0,4152.49,0.0,4149.99,4162.49,SL,-25.0,46.84999999999491,0.0,,True,3601.0
83,LOW,True,2026-07-06T12:39:05,10445.0,4139.58,0.0,4137.08,4149.58,SL,-25.0,26.049999999995634,7.849999999998545,,False,1.0
84,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
85,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
86,LOW,True,2026-07-07T20:37:07,4927.0,4106.07,0.0,4103.57,4116.07,SL,-25.0,25.349999999998545,9.450000000006185,,False,1.0
87,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
88,LOW,True,2026-07-08T10:15:05,905.0,4043.68,0.0,4041.18,4053.68,TP,100.0,6.25,100.45000000000073,,False,1.0
89,LOW,True,2026-07-08T15:04:18,1158.0,4036.68,0.0,4034.18,4046.68,SL,-25.0,25.349999999998545,69.25000000000182,,False,1.0
90,HIGH,False,,,,,,,,,,,no_retest_before_replacement,,
91,LOW,False,,,,,,,,,,,reclaim_not_available_M15,,
92,HIGH,False,,,,,,,,,,,reclaim_not_available_M15,,
93,HIGH,True,2026-07-09T14:00:16,1816.0,4126.11,0.0,4128.61,4116.11,SL,-25.0,28.850000000002183,3.649999999997817,,False,1.0
