time,open,high,low,close,sar,ema9,ema21,atr14
2026.07.03 12:00,4180.91,4186.18,4168.27,4176.67,4068.004179676935,4134.968055141832,4092.6744993151674,41.942857142857065
2026.07.03 16:00,4176.75,4179.13,4155.24,4174.95,4083.2736781157028,4142.964444113466,4100.154090286515,41.92071428571425
2026.07.06 00:00,4183.8,4201.57,4170.14,4179.37,4096.710836741819,4150.245555290773,4107.355536624104,39.687857142857055
2026.07.06 04:00,4179.19,4202.87,4157.25,4159.51,4111.391119597964,4152.098444232619,4112.096851476458,35.60071428571418
2026.07.06 08:00,4159.26,4166.1,4144.69,4150.31,4126.027740462289,4151.740755386096,4115.570774069507,33.90571428571421
2026.07.06 12:00,4150.32,4159.34,4131.3,4139.43,4202.87,4149.278604308877,4117.739794608643,34.35071428571421
2026.07.06 16:00,4139.57,4156.03,4128.24,4154.89,4201.4385999999995,4150.400883447102,4121.117086007857,33.99285714285708
2026.07.06 20:00,4154.85,4167.28,4150.17,4164.88,4198.5106559999995,4153.296706757682,4125.095532734415,33.29999999999992
2026.07.07 00:00,4164.15,4168.37,4145.0,4145.76,4195.699829759999,4151.789365406146,4126.97412066765,29.037857142857057
2026.07.07 04:00,4145.75,4147.8,4124.19,4126.43,4193.0014365696,4146.717492324918,4126.924655152408,27.603571428571346
2026.07.07 08:00,4126.49,4139.2,4116.54,4125.81,4188.8727503754235,4142.535993859934,4126.8233228658255,27.69857142857134
2026.07.07 12:00,4125.82,4174.87,4119.61,4172.19,4183.086130345389,4148.4667950879475,4130.94756624166,29.503571428571373
2026.07.07 16:00,4172.34,4180.27,4135.73,4144.91,4116.54,4147.755436070358,4132.216878401509,29.197142857142868
2026.07.07 20:00,4144.88,4148.02,4092.08,4105.73,4180.27,4139.3503488562865,4129.808980365008,31.327142857142913
2026.07.08 00:00,4097.65,4126.59,4093.75,4111.33,4180.27,4133.7462790850295,4128.129073059098,32.393571428571505
2026.07.08 04:00,4111.28,4130.98,4096.23,4124.99,4178.506200000001,4131.995023268024,4127.843702780998,33.16928571428577
2026.07.08 08:00,4125.02,4133.72,4052.12,4056.62,4176.777676000001,4116.920018614419,4121.368820709998,36.752857142857266
2026.07.08 12:00,4056.57,4086.37,4040.27,4071.91,4171.791368960001,4107.918014891535,4116.872564281815,36.78714285714298
2026.07.08 16:00,4072.05,4082.77,4021.58,4063.57,4163.900086822401,4099.048411913228,4112.026876619832,39.628571428571504
2026.07.08 20:00,4063.72,4091.3,4059.5,4077.27,4152.514479876609,4094.6927295305827,4108.867160563484,39.897142857142946
2026.07.09 00:00,4076.04,4089.59,4070.12,4073.81,4142.03972148648,4090.5161836244665,4105.680145966803,39.30285714285725
